	WV7A	PM7C	TL7A	E-s-PM-3-Aug	WV7B	DU7C	DU7A	FR7A	FR7C	TC7B	PM7A	Tca7B	Tca7C	TL7B	TI7A	E-b-DU-1-Jul-a	TL7C	E-b-WV-3-Aug	FR7B	DU7B	TC7A	E-f-TL-3-Jul-a	TC7C	E-b-WV-2-Aug	E-b-DU-3-Jul-a	E-s-PM-2-Aug	Tca7A	E-b-WV-1-Aug	E-s-PM-2-Jul-a	E-b-DU-2-Jul-a	E-s-PM-1-Aug	E-f-TL-2-Jul-a	E-s-PM-3-Jul-a	E-f-TL-2-Aug	E-f-TL-3-Aug	E-f-TL-1-Aug	E-s-PM-1-Jul-a	E-f-TL-1-Jul-a	E-BP-2016-3	E-WC-2016-3	E-JP-2016-2	E-VP-2016-2	E-LH-2016-1	E-JP-2016-1	E-VP-2016-3	E-BP-2016-2	E-TB-2016-1	E-CB-2016-2	E-DU-2016-3	E-DU-2016-1	E-TB-2016-3	E-VP-2016-1	E-JP-2016-3	E-LH-2016-3	E-BL-2016-3	E-CB-2016-1	E-PM-2016-3	E-CB-2016-3	E-WC-2016-1	E-LH-2016-2	E-BL-2016-2	E-TL-2016-1	E-DU-2016-2	E-CR-2016-1	E-WC-2016-2	R.wp.5.26.r1	S.st.1.5.27.r1	R.mt.5.26.r1	R.jt.4.28.r1	S.st.4.4.24.r1	S.st.7.4.24.r1	S.st.3.4.24.r3	R.ls.4.28.r3	R.jt.4.28.r2	S.st.5.5.27.r2	R.ds.6.23.r.2	R.wp.5.26.r3	S.st.2.6.19.r2	S.st.5.4.24.r3	R.mt.6.23.r.3	S.st.1.4.24.r1	S.st.6.6.19.r2	S.st.4.5.27.r3	R.ls.6.23.r.2	S.st.4.4.24.r2	S.st.1.5.27.r2	R.ls.4.28.r1	R.Jt.6.23.r.3	S.st.1.6.19.r2	S.st.6.6.19.r1	S.st.5.4.24.r2	S.st.2.6.19.r3	R.mt.6.23.r.2	S.st.3.5.27.r2	S.st.6.5.27.r1	R.wp.4.28.r3	S.st.1.6.19.r3	S.st.3.4.24.r1	S.st.2.5.27.r2	S.st.4.5.27.r1	S.st.1.4.24.r2	S.st.6.4.24.r1	R.mt.4.28.r2	S.st.1.4.24.r3	S.st.6.4.24.r3	S.st.3.5.27.r1	R.ls.4.28.r2	S.st.5.6.19.r3	R.wp.4.28.r2	S.st.2.4.24.r3	R.jt.4.28.r3	R.ds.4.28.r3	R.wp.6.23.r.3	S.st.2.5.27.r3	R.Jt.6.23.r.1	S.st.2.6.19.r1	S.st.2.4.24.r1	S.st.2.4.24.r2	R.mt.5.26.r3	S.st.7.4.24.r2	R.wp.6.23.r.1	R.ls.6.23.r.1	R.J.5.26.r3	S.st.3.6.19.r1	R.mt.5.26.r2	R.ls.6.23.r.3	R.ls.5.26.r1	R.ds.4.28.r2	S.st.5.4.24.r1	S.st.4.4.24.r3	R.ds.4.28.r1	S.st.1.6.19.r1	S.st.3.5.27.r3	S.st.7.4.24.r3	R.ls.5.26.r3	R.ds.6.23.r.3	R.Jt.6.23.r.2	S.st.6.5.27.r2	S.st.2.5.27.r1	R.wp.4.28.r1	S.st.4.5.27.r2	R.J.5.26.r1	R.ls.5.26.r2	S.st.6.4.24.r2	S.st.1.5.27.r3	R.wp.6.23.r.2	S.st.6.6.19.r3	R.mt.6.23.r.1	R.J.5.26.r2	R.wp.5.26.r2
E-f-TL-1-Aug	0.42035846	0.49220457	0.20885823	0.43289969	0.41930133	0.37214186	0.37853009	0.20676414	0.2065763	0.45586542	0.49191495	0.2016122	0.18166798	0.17982938	0.41787133	0.4125275	0.19967527	0.48202416	0.21803121	0.34745691	0.4490721	0.3039363	0.4437355	0.44479101	0.42099661	0.44311163	0.19640992	0.44330139	0.46454463	0.43651701	0.44390208	0.28146702	0.45706903	0.11028066	0.08402809	0.0	0.46396032	0.32836201	0.34486051	0.40088662	0.53225507	0.41606081	0.33760662	0.46021295	0.46218507	0.45683883	0.45088799	0.50480436	0.34833086	0.38801162	0.42607235	0.45945764	0.41491859	0.44226921	0.42931406	0.52517879	0.47127006	0.50336039	0.42523681	0.43917058	0.30137743	0.28628898	0.39790415	0.30738793	0.40969764	0.21804326	0.26890005	0.20584613	0.18159085	0.21100521	0.42378449	0.1668324	0.16620971	0.17934458	0.46522995	0.20912114	0.22260624	0.2313033	0.37889699	0.29499878	0.37398845	0.575387	0.22588927	0.21379392	0.20667708	0.27976195	0.18131042	0.22773259	0.20934866	0.54917134	0.37080784	0.2461759	0.30187999	0.20286979	0.44891658	0.19125071	0.21441624	0.16949941	0.21902447	0.24344578	0.35238639	0.38066589	0.22602468	0.35759646	0.39723178	0.19184125	0.15996473	0.48494723	0.18748498	0.23670886	0.18581537	0.16348474	0.24340048	0.20192904	0.2703101	0.22314355	0.24769597	0.24748547	0.21770871	0.45738497	0.24150472	0.20079472	0.21896607	0.32935087	0.20808215	0.19522287	0.23216981	0.1605662	0.39437724	0.19421434	0.16800881	0.20194589	0.18264704	0.45622861	0.1933102	0.23415428	0.22490774	0.45823879	0.19636003	0.19299227	0.23036728	0.2481482	0.22535307	0.3979355	0.33125347	0.26115216	0.49999697	0.26727971	0.21054809	0.30312734
E-s-PM-1-Jul-a	0.2607965	0.29048923	0.45226771	0.17121189	0.28406121	0.31738668	0.29660383	0.46888766	0.47725054	0.25800034	0.30090159	0.44653048	0.45484356	0.46192812	0.29486289	0.20086398	0.45320347	0.16914626	0.48560335	0.29690839	0.25843386	0.46328888	0.23949518	0.15816373	0.17845379	0.18215815	0.45535084	0.15795609	0.06197269	0.18102449	0.15965546	0.48070752	0.05991347	0.47901952	0.47484893	0.46396032	0.0	0.50651251	0.27724279	0.30587052	0.34502975	0.24882005	0.27270168	0.14342677	0.18324237	0.28088127	0.17161059	0.30073362	0.27992554	0.30493756	0.25079643	0.25394136	0.25932701	0.26237181	0.57086692	0.31707361	0.26579872	0.29008789	0.30017995	0.25094054	0.51387803	0.53363098	0.34343399	0.57681145	0.27603942	0.45713978	0.32291667	0.46255237	0.45144025	0.38374901	0.32315083	0.43653602	0.45666487	0.4502331	0.46563585	0.47850866	0.45466398	0.42631314	0.32371389	0.4903013	0.36051519	0.6014453	0.35797881	0.45809432	0.38481044	0.31800065	0.46269494	0.49291515	0.45446862	0.56366654	0.33147938	0.4260455	0.49147933	0.46920799	0.37971606	0.47192993	0.44191448	0.44610379	0.42783695	0.34043676	0.37210461	0.31244637	0.458503	0.3626766	0.31809784	0.45175159	0.45134293	0.42808267	0.45045962	0.35452268	0.45322531	0.4680674	0.47904122	0.41598494	0.49198636	0.42835573	0.35394501	0.34056691	0.46055329	0.31506381	0.47456546	0.47844758	0.45819909	0.31811225	0.46721257	0.47366663	0.45308271	0.46719646	0.29454714	0.39501442	0.46819625	0.46416861	0.46523606	0.34405091	0.47367522	0.46819738	0.48504394	0.44384357	0.41358815	0.46597821	0.34978584	0.4666276	0.47237315	0.31861706	0.33813107	0.48475624	0.45716183	0.48287759	0.43153327	0.41389502
E-f-TL-1-Jul-a	0.47036509	0.53357322	0.3299688	0.4920201	0.48221078	0.46972299	0.47159304	0.35362735	0.37367505	0.52125143	0.53663598	0.30819873	0.32665243	0.32489119	0.49659332	0.45509763	0.31463942	0.53601955	0.37452864	0.44891436	0.51483727	0.12436739	0.50742119	0.49665148	0.46673176	0.5110782	0.30890233	0.50602372	0.51060984	0.47395502	0.50519755	0.10260727	0.49873674	0.35086645	0.34385712	0.32836201	0.50651251	0.0	0.4210109	0.45494475	0.56041904	0.4666986	0.41246701	0.50453912	0.51617106	0.49527572	0.50143068	0.53637155	0.42577433	0.45887373	0.48374372	0.49963123	0.47331146	0.49569506	0.44267355	0.55336332	0.50819327	0.5395342	0.46745802	0.49195563	0.36554492	0.30191121	0.471788	0.44684412	0.47481893	0.32134403	0.35681408	0.31404052	0.3347061	0.34726454	0.48806048	0.33464721	0.32703786	0.32889587	0.32552006	0.34046283	0.31188105	0.36043705	0.44460434	0.36743363	0.46037648	0.40444065	0.3492696	0.32222789	0.34393875	0.3722751	0.31955677	0.35346138	0.34175391	0.38204583	0.45013957	0.35725787	0.36007302	0.32241952	0.37775135	0.33717048	0.33586347	0.34793928	0.32333646	0.36490055	0.44696988	0.43745384	0.32333477	0.45219819	0.45536891	0.32512676	0.32052052	0.3419439	0.33742989	0.34981201	0.32780512	0.33044191	0.33786153	0.32980817	0.36302807	0.35077644	0.37410004	0.35710072	0.3189941	0.4996645	0.33102141	0.33806061	0.3081796	0.39276396	0.31732198	0.35645	0.31909692	0.33078963	0.44664035	0.34411989	0.33341092	0.34698334	0.33033961	0.50396482	0.31610425	0.34679375	0.36101891	0.38828996	0.32425192	0.34231256	0.36456127	0.33192085	0.31597992	0.46092521	0.38111806	0.34659197	0.32885996	0.35180184	0.33222214	0.42441757
E-BP-2016-3	0.20617289	0.2671404	0.32659498	0.27091956	0.2243568	0.22298863	0.2130504	0.35112411	0.35138165	0.26533089	0.26820698	0.32523293	0.33675843	0.34389327	0.25806654	0.19645721	0.33412986	0.30961115	0.36577882	0.19089112	0.25355955	0.37374981	0.23442327	0.2988449	0.19431738	0.30283266	0.33699581	0.2802918	0.30144586	0.205508	0.29555629	0.37624081	0.29357652	0.35491935	0.34833552	0.34486051	0.27724279	0.4210109	0.0	0.24980347	0.34199684	0.14716866	0.08040491	0.24517478	0.25283098	0.21129156	0.2297123	0.29688577	0.07288617	0.23815943	0.15837268	0.19616083	0.14983746	0.18229422	0.49931585	0.32454974	0.22484871	0.29563834	0.25306584	0.17401563	0.41910658	0.42614347	0.27970524	0.47423024	0.16508497	0.32921255	0.1843615	0.3360792	0.3177902	0.23974426	0.24291302	0.30321067	0.32273092	0.31270315	0.4546148	0.34465981	0.32807253	0.28898455	0.19500682	0.39024159	0.25490752	0.58560055	0.21567122	0.33101249	0.24152427	0.1798844	0.32997527	0.3680117	0.32659861	0.53160759	0.20994635	0.28713573	0.38246528	0.34344418	0.34366437	0.33972158	0.31075391	0.31232734	0.297	0.19208341	0.24719166	0.21389476	0.32875035	0.23359123	0.21041065	0.32285322	0.31912294	0.37177518	0.31930049	0.20897209	0.3157358	0.33749047	0.35151153	0.28821293	0.37748787	0.28927678	0.19958106	0.19938962	0.33240828	0.28275154	0.35628127	0.34606455	0.3324568	0.2278643	0.33478112	0.35947166	0.32882688	0.34126953	0.20311785	0.25058111	0.3381266	0.33647898	0.33445351	0.30846138	0.34665865	0.33612849	0.36160465	0.36802492	0.2789927	0.34054946	0.21023047	0.35392671	0.34139264	0.20871353	0.21692352	0.37227227	0.43262094	0.35653882	0.31565092	0.29066821
E-WC-2016-3	0.2892697	0.29103415	0.40038227	0.29764093	0.29672421	0.3447976	0.34221533	0.3952984	0.41403972	0.3522187	0.29792605	0.38443538	0.41645872	0.40381896	0.33951561	0.25875294	0.35849767	0.37893014	0.41218993	0.31696077	0.3466211	0.41558988	0.32565122	0.35617537	0.23932883	0.38353771	0.37905344	0.36716403	0.31763295	0.24332437	0.35191924	0.42431902	0.31387605	0.39845186	0.39575021	0.40088662	0.30587052	0.45494475	0.24980347	0.0	0.22956487	0.21873283	0.2713604	0.31350295	0.32034103	0.23590771	0.29809517	0.31449018	0.24190994	0.10799366	0.24882583	0.20856394	0.22172309	0.23869327	0.47663804	0.28973683	0.21455652	0.28370755	0.09308443	0.2025365	0.44083977	0.43551362	0.13251265	0.52611007	0.21830972	0.37526812	0.29266235	0.38879081	0.40412635	0.35354429	0.31583803	0.39300386	0.39405393	0.40054428	0.38765521	0.37904296	0.36808664	0.35039466	0.28983323	0.41041378	0.36643173	0.52954148	0.30415791	0.37456604	0.3488056	0.30646185	0.3915281	0.40062079	0.37334462	0.48710158	0.32639884	0.35284964	0.39808881	0.39737503	0.28719126	0.40584901	0.36576732	0.39752733	0.36794283	0.33005886	0.37386013	0.23025465	0.38049	0.34910718	0.28034572	0.39233675	0.39323383	0.32175787	0.3998472	0.32954722	0.39583417	0.40956984	0.3775147	0.361297	0.40161318	0.34151725	0.33910653	0.32453513	0.37754609	0.20247803	0.38337406	0.38360818	0.36784241	0.19489755	0.38951403	0.41292071	0.37401111	0.4106926	0.20899816	0.37194728	0.41272813	0.39106483	0.40155578	0.22631097	0.40029496	0.37648208	0.40033702	0.36783767	0.35514081	0.40520271	0.33188024	0.3915908	0.37495957	0.2686403	0.33340631	0.38905084	0.38491145	0.39042131	0.39990679	0.38487308
E-JP-2016-2	0.35331475	0.21472636	0.47686618	0.37925806	0.34493784	0.38580021	0.38087718	0.53664641	0.53776275	0.33261741	0.24081218	0.47674899	0.49537143	0.49885975	0.36363146	0.33897433	0.48706074	0.41320895	0.54860896	0.38046156	0.33780107	0.50842693	0.31794057	0.43429332	0.29865916	0.44114676	0.48968121	0.43347188	0.37003376	0.29508874	0.41270383	0.53206487	0.3652967	0.53503523	0.52937942	0.53225507	0.34502975	0.56041904	0.34199684	0.22956487	0.0	0.24432928	0.35022981	0.36794328	0.36827016	0.1950194	0.35815216	0.27892269	0.33084897	0.24606295	0.23905268	0.18852651	0.23868922	0.2112346	0.62312965	0.2219984	0.16266861	0.20657466	0.18605008	0.20731665	0.58663024	0.58879775	0.23330754	0.64990964	0.24139171	0.51330267	0.3997511	0.5273738	0.51543488	0.46549324	0.3746396	0.51492885	0.51828714	0.51748883	0.54918476	0.53661353	0.51161597	0.50116777	0.36865756	0.54852555	0.43603592	0.62570087	0.44711078	0.52722735	0.46550755	0.39448252	0.52137879	0.5541116	0.52599219	0.59382213	0.40569391	0.49936203	0.54496674	0.5381329	0.39820515	0.52507892	0.51407699	0.5201743	0.48485734	0.44365681	0.4501699	0.30725706	0.50275029	0.42243977	0.34761545	0.52391792	0.51615352	0.43409722	0.51338067	0.44119149	0.51901702	0.52674347	0.52841635	0.48164513	0.54927699	0.49879642	0.44309216	0.43189196	0.51487582	0.2117916	0.53839283	0.54203985	0.51504008	0.35387932	0.53070496	0.55549934	0.50456116	0.53620311	0.27721419	0.48651399	0.53162686	0.53600686	0.53080697	0.21784322	0.54136433	0.52457523	0.54519329	0.48118538	0.48234562	0.51863564	0.45177719	0.52377067	0.5198937	0.33396375	0.39298006	0.53835107	0.4924966	0.5322195	0.4952886	0.49371883
E-VP-2016-2	0.20724905	0.18142504	0.37726208	0.26835044	0.21035438	0.22626873	0.22202612	0.43033399	0.42890363	0.22769697	0.18135394	0.37400075	0.38415381	0.39274369	0.25898854	0.18651575	0.3970848	0.31214939	0.44375632	0.21809836	0.21599361	0.41092121	0.19655595	0.30939506	0.15980704	0.32021584	0.38521479	0.29557726	0.28242182	0.16352588	0.29923847	0.42887217	0.2788047	0.42973419	0.42452704	0.41606081	0.24882005	0.4666986	0.14716866	0.21873283	0.24432928	0.0	0.15488173	0.24463952	0.24089808	0.12210208	0.222313	0.21062153	0.14212619	0.21052641	0.08451366	0.09435095	0.07509668	0.08920132	0.53359051	0.23341452	0.11881915	0.2066499	0.16593456	0.10021861	0.4775437	0.48252751	0.24470328	0.53713594	0.12275549	0.40387781	0.23218858	0.41068146	0.39653198	0.31521872	0.25158844	0.37897893	0.40103902	0.39316279	0.4618637	0.42670591	0.39876373	0.37221005	0.21650042	0.44596801	0.27943724	0.59193375	0.28660104	0.41324219	0.31470563	0.22049868	0.40772485	0.44152206	0.39754135	0.53853049	0.23843447	0.37434021	0.44808236	0.41444222	0.33965423	0.41686224	0.38786791	0.39088844	0.35513404	0.26440293	0.2854553	0.20521416	0.40251833	0.26647427	0.20969337	0.39980508	0.39763944	0.35395078	0.39615697	0.28139699	0.39865404	0.41533785	0.43026333	0.35398053	0.44955509	0.37021132	0.27790406	0.26691962	0.403219	0.243635	0.42720547	0.42805853	0.40362918	0.22318006	0.40983732	0.43417364	0.39700394	0.41717347	0.17190407	0.32460731	0.41698878	0.40768034	0.41261363	0.27291268	0.42156111	0.41858219	0.44065817	0.3758025	0.35111634	0.41272196	0.28065957	0.41961471	0.4159653	0.20468701	0.23635428	0.43938305	0.4350512	0.43035794	0.384362	0.34683563
E-LH-2016-1	0.23107212	0.26818237	0.30749103	0.29290951	0.24947373	0.24172206	0.23301697	0.33941748	0.34158536	0.24160724	0.26814821	0.30369176	0.31269012	0.32146528	0.26097187	0.22058762	0.31972527	0.33529762	0.35543641	0.21142711	0.229711	0.3575384	0.21752506	0.30859571	0.20889819	0.30883689	0.32002652	0.28896313	0.30528967	0.22379441	0.30726952	0.3718014	0.29320907	0.34735994	0.34103739	0.33760662	0.27270168	0.41246701	0.08040491	0.2713604	0.35022981	0.15488173	0.0	0.26465217	0.28301463	0.21767645	0.25797187	0.29660276	0.08912574	0.25730648	0.16537069	0.20386686	0.15706625	0.18714815	0.49711984	0.32337699	0.23396596	0.29437927	0.25981863	0.19667448	0.41295233	0.4239399	0.30176251	0.46181401	0.18154354	0.31978262	0.15704461	0.32407593	0.30574419	0.23085187	0.26536539	0.29151984	0.31012351	0.30144064	0.45674141	0.33659478	0.31808856	0.27804426	0.21766945	0.38053766	0.25277839	0.59090512	0.20139975	0.3249097	0.23125258	0.14762157	0.31841964	0.35725069	0.31637876	0.53580328	0.2225393	0.2804817	0.37361801	0.33030433	0.34659298	0.32701763	0.29940522	0.29889539	0.26952673	0.17468752	0.24658623	0.23563523	0.31815162	0.24464288	0.23334584	0.31132001	0.30761275	0.40000845	0.30689056	0.19995332	0.30314781	0.32480618	0.34535526	0.26291386	0.3689583	0.27838237	0.19103969	0.18941933	0.32202461	0.30581567	0.34810362	0.33799594	0.32422865	0.24623653	0.32363783	0.34823697	0.31558127	0.33123404	0.2146855	0.2371084	0.32772487	0.32621225	0.31969196	0.33473931	0.33039648	0.3297981	0.35086744	0.38944771	0.26065895	0.32382647	0.19072536	0.34177586	0.33328003	0.23015822	0.18440165	0.36482202	0.43852727	0.34900765	0.30279681	0.28448458
E-JP-2016-1	0.26441227	0.31255766	0.45605492	0.19104136	0.27642902	0.30270387	0.28904006	0.45696885	0.46196245	0.29853791	0.32479486	0.45532053	0.46762487	0.47232053	0.30837784	0.19639363	0.46199642	0.15849231	0.47368608	0.28830634	0.29836009	0.47773185	0.28058647	0.15567066	0.2025872	0.17744202	0.46719769	0.14563302	0.15489232	0.19953304	0.16863487	0.47953355	0.15544712	0.47428381	0.46609206	0.46021295	0.14342677	0.50453912	0.24517478	0.31350295	0.36794328	0.24463952	0.26465217	0.0	0.08673186	0.29254884	0.07182464	0.33124559	0.25711003	0.31031353	0.26614218	0.26069841	0.27381208	0.2754488	0.57149105	0.35445504	0.29014601	0.32265478	0.31736598	0.24952389	0.5069175	0.52450297	0.33434356	0.57908076	0.27675403	0.45746875	0.33778162	0.45797682	0.45299654	0.35795242	0.25408038	0.42594613	0.44698666	0.44383817	0.4656179	0.46885769	0.46139815	0.40749877	0.2594921	0.48217015	0.31296252	0.58301665	0.35496552	0.45165871	0.35770189	0.34676562	0.45677571	0.4824738	0.43924575	0.53704719	0.27067633	0.39918333	0.48115236	0.46381996	0.34627093	0.46077436	0.43423947	0.42960384	0.44424242	0.33833663	0.32114176	0.26100316	0.46328083	0.30492129	0.27015037	0.4507211	0.44866304	0.39878164	0.45408577	0.33437301	0.4376834	0.46389355	0.46817623	0.43169155	0.48219007	0.41234146	0.31804804	0.31578656	0.45997354	0.29463336	0.46452073	0.46970549	0.45443796	0.29200764	0.45647336	0.4673109	0.4638779	0.46424359	0.27478343	0.36814145	0.46061614	0.453534	0.45936857	0.31421408	0.46987725	0.45609415	0.47551193	0.39598724	0.4294333	0.47506326	0.35207379	0.45962917	0.46498688	0.26813685	0.36804492	0.47628759	0.43260738	0.47046498	0.43786584	0.39469667
E-VP-2016-3	0.26215149	0.31000254	0.47116588	0.1916372	0.25838324	0.27867129	0.26436742	0.45394039	0.45814895	0.32248567	0.32192794	0.46951543	0.48059209	0.48387019	0.32515974	0.19172221	0.47560808	0.16260557	0.4707618	0.27129134	0.31645479	0.49295657	0.30103333	0.1670596	0.20018328	0.1796254	0.48067997	0.15894174	0.19570708	0.19959896	0.17239323	0.49260731	0.1951645	0.47168895	0.4631957	0.46218507	0.18324237	0.51617106	0.25283098	0.32034103	0.36827016	0.24089808	0.28301463	0.08673186	0.0	0.29364936	0.06163284	0.33721147	0.25235885	0.31535923	0.26135344	0.25895075	0.27032096	0.27063808	0.56984895	0.3606415	0.28494153	0.32717298	0.32050312	0.24423885	0.50519406	0.52347485	0.31553754	0.57634434	0.27245475	0.46547553	0.35611454	0.4668227	0.46186012	0.3611503	0.23922942	0.42916627	0.45370446	0.45193967	0.45838368	0.46714885	0.46999947	0.40464195	0.2505742	0.47852049	0.30970876	0.57702609	0.36450372	0.45887075	0.36322515	0.36778344	0.46463397	0.47950368	0.43710799	0.53223531	0.25947371	0.39659103	0.47890354	0.4704855	0.34753481	0.47051564	0.43499359	0.42571358	0.4567084	0.34574471	0.31284712	0.2588976	0.47132245	0.29758999	0.26285169	0.45912166	0.45686562	0.37224334	0.46229379	0.34173201	0.4452427	0.46384117	0.46509623	0.44369539	0.47849795	0.40914924	0.31613672	0.32198102	0.4681349	0.29604846	0.46191405	0.46873137	0.46353694	0.28273914	0.46468414	0.46463876	0.47231512	0.46218119	0.27613733	0.37320629	0.45835708	0.45194744	0.46384119	0.30618044	0.47829715	0.45388545	0.47237409	0.37950532	0.44051644	0.48310286	0.35954443	0.46095037	0.47237924	0.26127769	0.38795208	0.47212517	0.42746252	0.46821398	0.44569088	0.38916415
E-BP-2016-2	0.23993985	0.12581318	0.42269544	0.30207708	0.2375544	0.27181275	0.26796432	0.46896921	0.46971871	0.22520403	0.1279609	0.41587479	0.42109013	0.43873377	0.2678696	0.23423715	0.44394334	0.33387899	0.48356292	0.26538244	0.22437697	0.43987005	0.20544873	0.34522584	0.20433424	0.3566742	0.42076459	0.34117544	0.3160157	0.2033181	0.33125347	0.46377429	0.30778048	0.47192111	0.46677952	0.45683883	0.28088127	0.49527572	0.21129156	0.23590771	0.1950194	0.12210208	0.21767645	0.29254884	0.29364936	0.0	0.27723342	0.16894069	0.20296491	0.24263833	0.11010006	0.09728165	0.09955558	0.08740176	0.57326269	0.18201154	0.09390429	0.15205018	0.19275594	0.12619267	0.52110012	0.52321543	0.27016178	0.57857962	0.14866325	0.44768389	0.2818351	0.45394586	0.43780672	0.36628208	0.29163744	0.42009705	0.44477452	0.43591185	0.49636876	0.47034705	0.44440341	0.41828523	0.27779232	0.49096481	0.32183402	0.61640887	0.3394358	0.45585021	0.36391793	0.26850012	0.45045281	0.48709302	0.44621719	0.56857463	0.29883111	0.42045827	0.48725906	0.45760556	0.37613165	0.45825842	0.43239141	0.43475126	0.39634166	0.31804043	0.33115064	0.24907744	0.44325881	0.31305453	0.25677645	0.44307738	0.4402346	0.3867193	0.43765539	0.32858695	0.43737476	0.45723697	0.47168205	0.39593327	0.49065517	0.42088552	0.32997154	0.31642404	0.44771132	0.25454876	0.47064755	0.47227313	0.44908808	0.26721006	0.45516392	0.47814044	0.43991278	0.46166659	0.21135487	0.37656955	0.457163	0.45484924	0.45286401	0.2802177	0.46370245	0.46381575	0.48287019	0.40954578	0.39697114	0.45103272	0.33189559	0.46271587	0.461105	0.25760139	0.25417044	0.48168703	0.46422316	0.47433882	0.427129	0.39254549
E-TB-2016-1	0.23987961	0.2930386	0.45016846	0.1708706	0.2494146	0.27342361	0.257752	0.44883397	0.45292511	0.29566305	0.3036561	0.44886415	0.46227097	0.46624077	0.3015303	0.17343007	0.45660064	0.17390865	0.46600468	0.26161138	0.28910083	0.47766575	0.27070323	0.1719877	0.18124146	0.1768191	0.46135243	0.16204644	0.18505424	0.17828654	0.16914901	0.47881053	0.18514174	0.46519211	0.4568167	0.45088799	0.17161059	0.50143068	0.2297123	0.29809517	0.35815216	0.222313	0.25797187	0.07182464	0.06163284	0.27723342	0.0	0.31868829	0.23173121	0.29664695	0.2409464	0.24000163	0.25038784	0.25262292	0.56543429	0.34251732	0.26744193	0.31224388	0.30210096	0.22715399	0.49855414	0.51874555	0.31304172	0.56934944	0.24984483	0.45216431	0.32923068	0.45294508	0.44809416	0.3499638	0.23128774	0.41600881	0.43996352	0.43972419	0.45009974	0.46049187	0.45663685	0.39826675	0.2373277	0.47372361	0.30323556	0.57524867	0.34336858	0.44314333	0.34920835	0.33815278	0.45110085	0.47474602	0.43114979	0.52987261	0.25571865	0.39053435	0.47593884	0.45608346	0.33827651	0.45759102	0.42535657	0.42117922	0.4373134	0.32587509	0.31225346	0.24350788	0.45895429	0.29245547	0.24874195	0.44534024	0.44230978	0.3718664	0.44935973	0.32761331	0.43267986	0.45521823	0.46026605	0.42540451	0.47311313	0.4039729	0.30748232	0.30754116	0.45443986	0.28702772	0.45548951	0.46188943	0.45005714	0.2686711	0.45107518	0.4599593	0.45870612	0.45578339	0.26131157	0.35825591	0.45335296	0.44551098	0.44969417	0.30409978	0.46418617	0.44796785	0.46753339	0.37595838	0.42153928	0.47006944	0.33914305	0.45198231	0.45973734	0.24901739	0.36002208	0.46789837	0.42458276	0.46249972	0.43304012	0.38241183
E-CB-2016-2	0.2670774	0.16680991	0.46609713	0.31019267	0.27873787	0.33490812	0.32803801	0.52229488	0.5255133	0.21184796	0.15933571	0.45875254	0.46235452	0.48042574	0.25292515	0.2951146	0.48698355	0.36758912	0.53733951	0.32416599	0.21827036	0.4790087	0.20100214	0.38324375	0.27486343	0.37380435	0.4635266	0.38590333	0.32499611	0.26668885	0.34577796	0.50634748	0.32448653	0.51999256	0.51501329	0.50480436	0.30073362	0.53637155	0.29688577	0.31449018	0.27892269	0.21062153	0.29660276	0.33124559	0.33721147	0.16894069	0.31868829	0.0	0.29464696	0.31084838	0.20141565	0.20310528	0.21847359	0.19013163	0.62009034	0.10404335	0.21326796	0.11905459	0.28049461	0.2449042	0.56833275	0.5728608	0.36198939	0.61936101	0.27114884	0.49425586	0.33852707	0.50207407	0.48555175	0.42410557	0.34416211	0.4756582	0.49479899	0.4886852	0.54196279	0.51934508	0.48911324	0.47303046	0.33562989	0.53750146	0.36311381	0.6551314	0.40712601	0.50364516	0.4249832	0.32404863	0.49573222	0.53757609	0.49785056	0.61258334	0.35390934	0.47485348	0.53729429	0.50447953	0.40432284	0.50478487	0.48087026	0.48992751	0.44226067	0.38594548	0.37983033	0.30898149	0.48803024	0.36084962	0.31774562	0.48726675	0.48834223	0.43962691	0.4854954	0.38681574	0.48883691	0.50346406	0.52177524	0.4398684	0.53938758	0.47558555	0.38421233	0.37884199	0.49694689	0.31140689	0.52189134	0.52019854	0.49726647	0.32804015	0.50416207	0.52724395	0.48577131	0.50798832	0.27877288	0.4370045	0.50792909	0.50515671	0.49888076	0.34017935	0.50722704	0.51132832	0.53209118	0.43970613	0.44304103	0.49588551	0.39702532	0.51035844	0.50626727	0.31090692	0.28267051	0.5265832	0.50901089	0.52282253	0.47289083	0.44204318
