taxa	type	typeSimple	meanA	meanB	meanC	A	B	sigAB	sigBC	sigAC	bloom	boundaries	boundariestwo
KP307833.1.1317	marineRestricted	marineRestricted	0.0003452691085049935	0.006579788690705024	0.016913192935398464	16.0	34.0	6.624700580307648e-16	0.02709666252459535	9.959378169315265e-16	No	12.06	35.2
FJ424571.1.1324	brackishRestricted	brackishRestricted	0.0	0.018395526587609297	0.003833513513395281	4.0	6.0	0.000272137904077038	9.837913098167972e-07	0.039242209406085984	No	4.93	13.0
GU235111.1.1369	marineRestricted	marineRestricted	0.00017100065235662706	0.004629629629629629	0.015610643717646623	32.0	34.0	0.01895668083765729	0.0440300563547813	3.8338492911411143e-22	No	7.67	35.2
JQ195940.1.1350	noclass	noclass	0.0	0.0018039408144252269	0.00013426926337332568	5.0	8.0	0.06877417667686489	0.003924847855337913	0.2810083498255814	No	5.8	8.55
GU451674.1.1246	brackishRestricted	brackishRestricted	0.0017291902196190795	0.009919609480890743	0.0003279360524697684	16.0	18.5	0.0001472332466653624	6.510003111471135e-07	0.011263394936462964	No	5.05	17.93
AACY023264466.1.1273	marineRestricted	marineRestricted	0.00019160314069841978	0.020034936492277236	0.036863299799839946	28.0	31.0	1.8660178270785694e-30	0.0010656277507270692	4.0450954140632784e-36	No	27.23	35.2
KP005055.1.1295	brackishRestricted	brackishRestricted	0.0	0.0025583539661154166	0.0004153393409662686	8.0	10.0	8.329823266106285e-09	0.0005491796934621735	0.005670807740222627	No	8.3	30.72
EU799523.1.1247	brackishRestricted	brackishRestricted	0.00031484587493378657	0.010212354439489382	0.0002160138248847926	18.5	21.0	4.0744788838316616e-14	9.802592509489382e-06	0.3795873800642908	No	10.5	23.77
GQ348036.1.1388	marineRestricted	marineRestricted	0.0	0.0009123979809583559	0.02957830459449361	29.0	34.0	1.2120399226521484e-06	8.457781060500574e-05	7.608121929558606e-44	No	30.9	35.2
FLOH01000033.374657.376189	brackishRestricted	brackishRestricted	0.00017258224159405683	0.003046311298766091	0.0	11.0	13.0	4.596623962191209e-09	2.3244656038925793e-05	0.21461646041073995	No	6.86	12.63
AACY020551516.3485.4953	brackishRestricted	brackishRestricted	0.00037301243735168545	0.019737284767162185	0.0031973365947751257	13.0	17.0	1.7348257545850278e-12	0.004114933339647332	1.879999068611536e-05	No	4.91	34.05
GQ348771.1.1345	noclass	noclass	0.0	0.0053611014326686475	0.0	25.0	34.0	2.8586356786932386e-19	0.06765429321151191	1	No	27.23	33.49
EU799682.1.1253	noclass	noclass	0.0002484047211801213	0.021814891442368225	0.004446640316205534	31.0	34.0	9.95041567685212e-27	0.08786716782211257	0.0004208576338976304	No	30.9	33.82
AF468409.1.1427	noclass	noclass	0.0	0.00537443450156002	0.0009969457254111144	4.0	7.0	0.050262086687061815	0.02101539452819908	0.1400693287835158	No	5.43	9.79
KC899249.1.1306	brackishRestricted	brackishRestricted	0.0035190548836346513	0.016462273156970193	0.002313813138556976	18.5	21.0	0.009322452796154542	0.008356140918529441	0.32539573334041333	No	4.91	27.23
KC899218.1.1345	brackishRestricted	brackishRestricted	6.652389440096005e-05	0.02271739457032026	0.0004072582469795013	13.0	15.0	1.5402908624551155e-15	5.23431687297041e-06	0.2820838826675795	No	12.06	16.62
AM259819.1.1373	marineRestricted	marineRestricted	0.0001451133093090188	0.021757863761905305	0.00840901248509944	17.0	34.0	4.92827419005713e-40	0.03315198922575441	3.645039653150888e-14	No	17.38	34.05
HM856503.1.1407	noclass	noclass	0.0	0.0023286414044976396	0.0001539377376959367	4.0	7.0	0.06427096371853432	6.847444332097747e-05	0.31090400732412093	No	4.77	8.38
JX505253.1.1442	brackishPeakLoToler	brackishRestricted	0.004677419198267009	0.02020622837552119	0.00035971223021582735	14.0	16.0	0.0028874496805055766	1.2185281933075033e-07	2.4603362436579848e-05	No	2.81	15.5
GQ350231.1.1372	marineRestricted	marineRestricted	0.00035208083174881707	0.017884557883569564	0.1032964869511442	32.0	34.0	2.9680286776809464e-20	0.007107019434541023	3.8338492911411143e-22	No	30.59	35.2
FN668164.1.1486	freshRestricted	freshRestricted	0.010295369424047544	0.005845794792888786	0.0010701495607838717	7.0	9.0	0.028785724682566866	2.871063503067439e-06	1.215871438039951e-09	No	3.24	12.2
AACY023218372.73.1482	brackishRestricted	brackishRestricted	0.0007069935655668526	0.0418146627236006	0.005053515006295676	13.0	21.0	1.5091099182195488e-20	0.00011741792248078656	2.115640852542442e-08	No	4.91	30.72
KF799125.1.1509	brackishRestricted	brackishRestricted	0.0003010042529824347	0.006436314363143632	0.0	15.0	17.0	0.013243219722369552	0.0015422854949782984	0.12405016777501049	No	10.82	11.37
FR683916.1.1496	noclass	noclass	0.0	0.004008616593253972	0.0	22.5	34.0	1.9704655177873486e-19	0.06447267086050631	1	No	23.77	33.51
GQ348507.1.1380	brackishRestricted	brackishRestricted	0.00024474024708091304	0.007910491647650801	0.00045591195691720496	16.0	20.0	5.099952842117455e-11	0.0006016572166357349	0.1276233134951113	No	10.5	27.23
FLOH01000152.132669.134207	brackishRestricted	brackishRestricted	0.0003412441260774634	0.008965817231070553	0.00031688013457377873	10.0	13.0	1.8209768885533542e-11	1.2262447375971186e-05	0.25389702920045554	No	7.7	12.64
KP994505.1.1374	brackishRestricted	brackishRestricted	0.0011510356217174782	0.012069499012251579	0.0003844258746488969	9.0	11.0	2.4583582012522417e-06	2.057899313448033e-06	0.0998287201379836	No	3.46	12.64
EU801210.1.1483	brackishBloom	brackishRestricted	0.0016070333469641038	0.004604436831790947	0.00028647322906068414	7.0	10.0	0.020435569677573436	2.4320033936730732e-06	0.006014462446343691	brackish	3.24	11.2
EU801218.1.1479	freshRestricted	freshRestricted	0.009692568830619613	0.001775321541486222	0.00015063076633402373	8.0	13.0	8.247118284317643e-07	0.0018128937943294237	1.4884060932578508e-09	No	2.99	10.99
KC545744.1.1477	noclass	noclass	0.00027901785714285713	0.0029672553521508434	0.00035126589986924457	7.0	12.0	0.007285458037966786	0.05393854698645332	0.15081135702649595	No	6.57	12.06
GU127275.1.1232	freshRestricted	freshRestricted	0.04945309165802271	0.009662588859042576	0.00022032902467685077	7.0	20.0	1.0564135752087775e-19	1.4855114221466035e-05	2.0247862337403577e-14	No	2.66	14.7
AB754170.1.1411	brackishBloom	brackishRestricted	0.0004625750593492529	0.004476602355441304	0.0006592460741343288	7.0	10.0	0.00018747947698843003	0.0001420578493416493	0.25838597520150886	brackish	7.15	14.49
FLOH01000032.381891.383390	brackishRestricted	brackishRestricted	0.002739953961786113	0.07253067419300399	0.004596682382192626	9.0	11.0	4.272856074653356e-18	8.018221352677213e-12	0.10988346453653819	No	5.3	14.49
EU801151.1.1247	brackishRestricted	brackishRestricted	0.0031863639210958175	0.01542014237845351	0.0	13.0	17.0	0.0005729933008159582	1.2726988007683395e-07	0.0004149602655504302	No	5.3	16.62
EU803255.1.1288	freshRestricted	freshRestricted	0.010460316589450427	0.006172945942443839	0.0009463466155591403	4.0	7.0	0.03860969945601026	3.9907944377730947e-07	1.265625863564865e-09	No	2.57	12.06
JN626566.1.1356	brackishRestricted	brackishRestricted	0.002282541234175736	0.010277782584970406	0.0012829217692973641	8.0	11.0	2.8223690706852025e-05	1.9651453471863113e-05	0.18333956554629488	No	5.31	14.7
KF799153.1.1429	brackishRestricted	brackishRestricted	0.0009535954706858943	0.013095911548059785	0.0018163531420118228	7.0	10.0	2.9702359773546687e-07	6.085260827292054e-07	0.08535599734677041	No	6.53	12.08
JQ195485.1.1356	brackishPeakHiToler	brackishRestricted	3.303055326176713e-05	0.022052341176598253	0.007954035433109597	18.5	31.0	1.367120505091461e-33	0.005469868048275713	1.3437325141843944e-16	No	19.16	34.05
AF425995.1.1427	noclass	noclass	0.0	0.0013354009865448057	0.0002508545568287467	5.0	8.0	0.09777332310957593	0.03965742786479786	0.23594421255393544	No	6.53	13.91
KX935857.1.1435	marineRestricted	marineRestricted	0.0001653673517599811	0.0009082794017179285	0.011671196320722376	8.0	34.0	0.0006053374561315479	4.8871240028347025e-05	2.4835429224478702e-14	No	8.5	35.2
HQ242551.1.1485	noclass	noclass	0.0	0.0020783071381573637	0.0002136445328574648	3.0	5.0	0.09167951012346759	5.444318940546988e-05	0.3372116656111237	No	3.46	11.2
EU799536.1.1475	noclass	noclass	0.0	0.0034146521475886173	0.0	25.0	33.0	1.4501447862904792e-12	0.052579403836076594	1	No	28.57	32.51
EU800362.1.1247	noclass	noclass	0.0006134102699653721	0.002032995200203243	0.0	12.0	14.0	0.01651393568247795	0.00040614156507210494	0.05108090231072776	No	6.24	12.63
JX448586.1.1321	freshRestricted	freshRestricted	0.008137997695201052	0.003610208344450035	0.0006910119804111838	5.0	9.0	0.014773583032342684	0.013379547453618476	4.305375067465445e-05	No	2.66	11.1
DQ295241.14749.16228	brackishRestricted	brackishRestricted	0.00016137708445400755	0.0094690020118239	0.001002702911485196	14.0	16.0	6.976142269888124e-18	0.0005377275501469854	0.0025855213059688856	No	12.2	33.49
KF384235.1.1233	freshRestricted	freshRestricted	0.07084422717233954	0.022312530568659252	0.003106345325114634	3.0	7.0	0.0019758765632706394	8.20913796397256e-18	7.187476999828195e-09	No	0.0	12.06
GU235197.1.1372	marineRestricted	marineRestricted	0.0	0.0033739438414785512	0.014403834628409554	27.0	34.0	7.05952471685988e-18	0.013781899557231614	1.5276040933264384e-32	No	29.85	35.2
GQ347820.1.1372	marineRestricted	marineRestricted	2.747554676338059e-05	0.004214849730161196	0.008283431272367992	13.0	17.0	3.455679006961077e-12	0.0480380342619922	2.495417279558047e-24	No	13.31	33.82
FLOH01000118.218629.220166	brackishRestricted	brackishRestricted	7.940816665119967e-05	0.007557345106354503	0.0008047294823640918	9.0	11.0	4.077358193860101e-12	2.0974194425483345e-05	0.014835281088053511	No	7.7	14.49
KC492873.1.1382	brackishRestricted	brackishRestricted	9.037431916609294e-05	0.004116355776021998	0.0	11.0	13.0	2.0246222336761236e-11	3.3702670184800476e-06	0.21461646041073995	No	10.99	12.63
AF009975.1.1483	brackishRestricted	brackishRestricted	0.0057250983029151605	0.018050461392897045	0.005542641682766164	5.0	8.0	0.0015984710806323462	7.098095414608176e-08	0.3974886705155078	No	4.77	14.99
AF316678.1.1506	freshBloom	freshRestricted	0.00621998265545404	0.0013201521430993533	0.00017846417118833757	6.0	8.0	0.004969864508102403	0.025905585814555366	1.1012146276670807e-06	fresh	2.99	14.49
EU078507.1.1202	noclass	noclass	0.00022893772893772894	0.0016074686842804749	0.0001914190284467658	7.0	9.0	0.00471702603062435	0.000957038647549227	0.43531314344003913	No	5.93	10.01
FR684854.1.1444	brackishRestricted	brackishRestricted	0.0	0.006867595599064389	0.001183746144070539	22.5	30.0	8.499659398945103e-28	0.0032813434175840944	4.4425220474470534e-08	No	23.77	30.99
JQ197513.1.1305	brackishPeakHiToler	brackishRestricted	0.001939153403738237	0.10167778939343684	0.040547857729931004	21.0	30.0	3.0064132008993762e-24	0.00109504735363356	1.456452660929764e-21	No	16.62	33.77
KJ702647.1.1236	marineRestricted	marineRestricted	0.0013278757550828075	0.005188063504868576	0.014332418795921287	18.5	34.0	5.71638233499057e-07	0.15724698658169323	0.0017140770788351156	No	6.57	35.2
JQ196066.1.1371	brackishRestricted	brackishRestricted	3.303055326176713e-05	0.007446723718174253	0.0005884859769324471	18.5	25.0	3.0838087912327218e-25	5.5365511155435825e-05	0.0037113688935514755	No	17.38	30.63
KF596513.1.1485	brackishRestricted	brackishRestricted	0.00027188503252442475	0.002096807487613215	0.0	11.0	15.0	6.910323243737973e-06	0.00019140479274219933	0.11826548933179076	No	7.32	14.7
JQ516703.1.1464	brackishRestricted	brackishRestricted	0.00019925612105847794	0.010207700430738032	0.0	13.0	17.0	1.3711624153671532e-10	1.0401884158412917e-05	0.1693924324374626	No	7.7	16.9
AM279192.8.1416	brackishRestricted	brackishRestricted	0.0006293958476995406	0.0038891260446254124	0.0	15.0	17.0	0.004145711836279295	8.70520907154429e-06	0.026268469015341526	No	6.24	16.9
AY151250.1.1553	brackishRestricted	brackishRestricted	0.018187145138101192	0.05671067427317849	0.013781443399617233	4.0	7.0	0.004972404844589054	4.497380953061828e-11	0.058324789182538875	No	3.46	13.31
FN668149.1.1477	brackishBloom	brackishRestricted	0.0005532886091707587	0.006421805809442066	0.0012537657751132377	5.0	8.0	0.007167447518533007	7.923025511389896e-05	0.2041950601222267	brackish	5.04	12.2
KX932710.1.1388	brackishRestricted	brackishRestricted	0.0017039378355175442	0.007597367450199418	0.0006422894909176046	7.0	9.0	3.658656915864779e-05	4.4060174893770435e-09	0.18512685733071116	No	5.82	11.91
DQ009134.1.2249	brackishRestricted	brackishRestricted	0.0	0.005667482549039946	0.0004438526409232135	17.0	33.0	3.766963726080059e-22	0.013540670250305519	6.5337230835465715e-06	No	19.16	33.51
GU235205.1.1368	marineRestricted	marineRestricted	0.0	0.0	0.03475839303600647	17.5	34.0	1	3.064600614890605e-07	9.745960908788147e-31	No	35.17	35.2
JQ198792.1.1360	brackishPeakHiToler	brackishRestricted	6.353963829061163e-05	0.010406676258022763	0.002447753690546468	18.5	27.0	2.796757335492623e-29	0.0001544513263327193	4.746568774885014e-06	No	16.9	31.91
FLOH01000378.67046.68547	freshRestricted	freshRestricted	0.0376783151911176	0.04915067625402174	0.0034298629301840597	7.0	13.0	0.3137128316139124	2.059424266576617e-14	5.621514874188087e-13	No	3.02	14.49
EU799087.1.1203	brackishPeakHiToler	brackishRestricted	0.000398345939014263	0.023911415091027798	0.008999630320420818	17.0	22.5	1.1594153691164459e-23	0.0004933091928768256	2.6198641363753295e-19	No	10.5	33.51
FR683265.1.1270	noclass	noclass	7.777561734396267e-05	0.003975723655512207	0.0	27.0	34.0	1.1730225418766308e-11	0.12765317920401104	0.4560927893974992	No	27.23	33.77
FLOH01000574.37660.39166	freshRestricted	freshRestricted	0.009409795669460569	0.004058960672559871	0.0	7.0	20.0	0.0006077496164574297	0.0001104229017652008	7.548783901023617e-07	No	2.99	14.49
FN433379.1.1490	brackishRestricted	brackishRestricted	0.00021534851120573692	0.004313586535328653	0.0	8.0	10.0	8.950425181160152e-07	2.1540804648511853e-07	0.1045745029615392	No	7.5	9.79
EU799696.1.1242	brackishRestricted	brackishRestricted	0.0	0.0047630293452783825	0.0008405528952231509	18.5	27.0	1.7674737845107116e-21	0.003413353350231842	2.1446279325590094e-06	No	19.16	31.91
DQ316376.1.1480	brackishRestricted	brackishRestricted	0.001073339646967852	0.0033221886809777544	0.0	12.0	16.0	0.00045678726067977605	2.4992339115369172e-05	0.03051573637325363	No	5.82	14.7
AF316766.1.1445	freshRestricted	freshRestricted	0.01901655343430345	0.002387244984734489	0.0004921324816330257	4.0	6.0	0.00020536275581933076	0.013748506402058675	9.600801903829914e-16	No	2.66	7.67
HQ671936.1.1446	noclass	noclass	0.0	0.004474845485866248	0.0010894564822660695	22.5	31.0	4.176432469024221e-19	0.0399207018775126	2.8764223048523293e-05	No	26.93	33.51
JN591867.1.1477	brackishRestricted	brackishRestricted	0.00018189088079197972	0.014849320107306552	0.0	14.0	16.0	1.2329120071938423e-18	3.019791134216992e-09	0.19770560177939134	No	11.47	15.5
KF384203.1.1275	freshRestricted	freshRestricted	0.060910734382814115	0.027680321723833716	0.0022467557378683103	3.0	8.0	0.3417251092337695	6.996006668150659e-14	4.306286410283578e-05	No	0.0	9.47
JX017047.1.1498	noclass	noclass	0.00018040285240915492	0.015042069241602951	0.003082161067160069	25.0	31.0	7.094068137897071e-18	0.06525328488633782	9.6522223216642e-07	No	21.46	33.49
AB753977.1.1405	freshRestricted	freshRestricted	0.020146095215247236	0.00872809437415907	0.00048005368034943145	3.0	5.0	0.06579117096557717	9.779843113598962e-06	1.5562505196448497e-13	No	2.57	12.63
FLOH01000248.51847.53388	freshRestricted	freshRestricted	0.09742317200010152	0.05340544370982164	0.004621641811602584	8.0	17.0	6.051266313326754e-06	7.491499067777078e-12	2.253796136120631e-17	No	3.18	16.43
DQ009200.1.1963	marineRestricted	marineRestricted	0.0001486547560749459	0.007470662513370636	0.002976190476190476	32.0	34.0	2.6382110136815317e-18	0.15305173312849957	0.00040694178588939964	No	20.4	35.17
HE574357.1.1362	brackishBloom	brackishRestricted	0.0005427399459398102	0.00539568345323741	0.0	18.5	21.0	0.026622358903926946	0.003529166024264053	0.11388875255716896	brackish	4.93	12.63
FR685712.1.1471	brackishRestricted	brackishRestricted	0.0	0.005923317251634901	0.0011214243409791687	17.0	27.0	9.63948512749102e-25	0.0017243367667103416	2.4312005657728692e-06	No	19.16	30.99
EU801299.1.1271	freshRestricted	freshRestricted	0.0018963431884780199	0.0008329994340630732	0.00011606313834726091	4.0	8.0	0.2921893531040418	0.0009522022259046445	0.0008491977422072495	No	3.24	7.51
FR684647.1.1499	noclass	noclass	0.0	0.0037405611212374687	0.0	22.5	34.0	4.326779166475742e-16	0.09395413630871857	1	No	23.77	33.82
EU801563.1.1494	noclass	noclass	0.0004435245416913069	0.006057309028489303	0.00203673667421855	5.0	8.0	0.008085522856295038	0.001046174524333964	0.1416792953210273	No	5.04	16.9
EF405798.1.1396	brackishRestricted	brackishRestricted	0.029180014109454963	0.2544903855754983	0.006497739892205589	9.0	12.0	1.1801184724939672e-13	2.3839570859837057e-13	0.00853466486263671	No	3.02	12.2
