	E-DS-623	E-JT-526	E-LS-526	E-CR-2016	E-TL-2016	E-VP-2016	E-DS-428	E-TL-Aug-2014	E-SOG-3619	E-SOG-6527	E-SOG-5527	E-TL-Jul-2014	E-SOG-5619	E-CB-2016	E-SOG-2527	E-LH-2016	E-BP-2016	E-PM-Aug-2013	E-TI-2014	E-SOG-6424	E-SOG-1619	E-JP-2016	E-SOG-2619	E-FR-2014	E-LS-428	E-SOG-7424	E-WV-Aug-2014	E-WC-2016	E-SOG-1527	E-WV-7-2014	E-LS-623	E-TB-2016	E-PM-Jula-2014	E-PM-7-2014	E-MT-526	E-Tca-2014	E-WP-526	E-PM-2016	E-SOG-4424	E-WP-623	E-SOG-4527	E-WP-428	E-JT-428	E-DU-2016	E-SOG-1424	E-JT-623	E-DU-7-2014	E-BL-2016	E-DU-Jula-2014	E-MT-623	E-MT-428	E-TC-2014	E-TL-7-2014	E-SOG-3527	E-SOG-3424	E-SOG-2424	E-SOG-6619	E-SOG-5424
E-SOG-5527	0.42868471	0.46059953	0.46356389	0.50499542	0.38538293	0.4738911	0.47126653	0.46227637	0.38949952	0.21655502	0.0	0.35403845	0.18562294	0.53914208	0.46546662	0.45626199	0.46415279	0.4549548	0.50821788	0.43763687	0.43096062	0.47025259	0.40975849	0.464205	0.45839077	0.45888419	0.4480646	0.39968528	0.446116	0.46839522	0.44225132	0.4553256	0.46121471	0.53224119	0.45763504	0.48362122	0.45874404	0.48108321	0.43035751	0.43628007	0.42305128	0.49165054	0.47539628	0.43561552	0.43541786	0.44233253	0.4897096	0.42019075	0.4357498	0.45335516	0.47169219	0.50983995	0.48970545	0.45967051	0.45219094	0.41868319	0.18982235	0.43006413
E-TL-Jul-2014	0.30158258	0.28021888	0.27064466	0.43079193	0.29818564	0.46550565	0.305196	0.29960784	0.37576371	0.35657979	0.35403845	0.0	0.35376827	0.51834015	0.27660619	0.41408978	0.40306516	0.46825293	0.47121351	0.41473854	0.30532261	0.45952266	0.3102068	0.33385137	0.2817979	0.47902714	0.49720773	0.43187947	0.32653917	0.44599531	0.29984585	0.45546159	0.47562294	0.4986409	0.28622989	0.25894157	0.26299027	0.48315442	0.3081937	0.30146404	0.31494557	0.29194335	0.27649631	0.39269735	0.42283179	0.32044878	0.43553399	0.37581492	0.42616221	0.31937095	0.27051522	0.4807105	0.27907392	0.28927894	0.29730407	0.3138283	0.42465184	0.41678634
E-SOG-5619	0.44804609	0.47611285	0.47901929	0.54028608	0.43224943	0.3274939	0.48442205	0.47723713	0.2891691	0.15552574	0.18562294	0.35376827	0.0	0.4097673	0.46782484	0.34552737	0.34002373	0.39222094	0.44589276	0.34330375	0.44369008	0.34016435	0.40906907	0.47296518	0.47545175	0.35214947	0.37875164	0.3019448	0.42360548	0.34808638	0.4615166	0.34015016	0.40221391	0.39529351	0.47255354	0.495469	0.47193576	0.35446955	0.42166207	0.45147757	0.40304844	0.49616686	0.4834967	0.32200222	0.38500352	0.45612583	0.3677178	0.47594123	0.32345696	0.4661565	0.48082073	0.43340927	0.49890429	0.47754519	0.46094138	0.38987033	0.24569139	0.34608451
E-CB-2016	0.53102971	0.50728087	0.50665245	0.63050138	0.58216439	0.23882866	0.52668071	0.51937299	0.3222607	0.42749636	0.53914208	0.51834015	0.4097673	0.0	0.45769852	0.24536565	0.26367051	0.32329758	0.27389238	0.29928735	0.50797454	0.21493521	0.48865949	0.54558684	0.50714615	0.29614167	0.40910052	0.26459048	0.34002386	0.2932185	0.53465544	0.27438708	0.31906027	0.15251813	0.52279586	0.469745	0.50217544	0.16324881	0.44678945	0.53030519	0.39926414	0.51263304	0.49796152	0.27723752	0.38625734	0.54355331	0.34319876	0.59142371	0.3027496	0.53554216	0.50908229	0.24486315	0.48376247	0.51231181	0.48861392	0.38712039	0.60216427	0.32779377
E-SOG-2527	0.17892421	0.13935573	0.11946401	0.34431192	0.28220149	0.40279722	0.16531923	0.20987265	0.31296172	0.44991814	0.46546662	0.27660619	0.46782484	0.45769852	0.0	0.33026909	0.32154727	0.41509468	0.39796652	0.36374989	0.14657826	0.39668893	0.16568985	0.22969922	0.13956729	0.44967339	0.46460826	0.36916382	0.18699168	0.4106775	0.17321746	0.39690536	0.42977851	0.43552709	0.12990958	0.15727848	0.11751112	0.41478891	0.16611397	0.17812521	0.18920116	0.15382494	0.12834624	0.31257716	0.36591784	0.18683419	0.37257526	0.32631217	0.39300102	0.22313156	0.15549411	0.40411619	0.17223797	0.11587791	0.1546202	0.20962023	0.55864633	0.36048513
E-LH-2016	0.40181088	0.37880198	0.37970952	0.51722281	0.46272076	0.14465051	0.39101204	0.39694522	0.23894743	0.34705619	0.45626199	0.41408978	0.34552737	0.24536565	0.33026909	0.0	0.08327806	0.27651711	0.23035511	0.20180212	0.38016817	0.13576772	0.34840964	0.41445479	0.3771425	0.2743169	0.32776673	0.21952195	0.20297991	0.19695973	0.40658973	0.14083679	0.28445676	0.18990896	0.39274097	0.35555119	0.37350063	0.15137662	0.30390454	0.40164748	0.24458709	0.38101409	0.36753627	0.11462739	0.26082147	0.41513854	0.22093889	0.48129114	0.19029465	0.41527899	0.3834917	0.1963587	0.36131576	0.38699426	0.35470495	0.2423854	0.53776964	0.19974038
E-BP-2016	0.3799108	0.35890484	0.36062874	0.49995735	0.45195426	0.14580925	0.3682176	0.3764681	0.21849859	0.36220429	0.46415279	0.40306516	0.34002373	0.26367051	0.32154727	0.08327806	0.0	0.26755917	0.24764625	0.18918502	0.35855263	0.1374233	0.32784528	0.39117521	0.35913584	0.26531664	0.32170403	0.21248079	0.20147313	0.18576729	0.38630883	0.14019829	0.28400492	0.20585648	0.37192475	0.35529429	0.35297717	0.17773666	0.28171438	0.3812086	0.22553151	0.36024257	0.34724797	0.08854171	0.25416029	0.3937291	0.20329251	0.46338022	0.17992871	0.39465973	0.36362924	0.22963894	0.3556837	0.3692035	0.33592869	0.22000832	0.54785096	0.20130728
E-PM-Aug-2013	0.44659307	0.42935041	0.43925945	0.55205874	0.50593485	0.22464216	0.44566607	0.43774855	0.29084734	0.36092326	0.4549548	0.46825293	0.39222094	0.32329758	0.41509468	0.27651711	0.26755917	0.0	0.29165366	0.28540709	0.42652992	0.24140177	0.40525513	0.4526635	0.43036603	0.32398631	0.21375192	0.30005286	0.31653808	0.24895548	0.4559352	0.17745144	0.14270129	0.29812787	0.44347434	0.44653896	0.44041264	0.30836745	0.36427061	0.45271429	0.31859372	0.43922896	0.43370844	0.26715822	0.32569186	0.45606601	0.28581682	0.51404883	0.18121228	0.44918764	0.44163507	0.26025059	0.44930149	0.44142329	0.41565452	0.32056243	0.53550781	0.28111905
E-TI-2014	0.46978309	0.44492833	0.44137033	0.52886458	0.52445019	0.26571142	0.43446353	0.43057737	0.35146848	0.40701608	0.50821788	0.47121351	0.44589276	0.27389238	0.39796652	0.23035511	0.24764625	0.29165366	0.0	0.29778835	0.4408403	0.25977195	0.42149755	0.47188166	0.43222941	0.35923249	0.3723017	0.34069676	0.28717006	0.21225034	0.46733804	0.25384922	0.31922769	0.21831517	0.45770816	0.42827532	0.4452598	0.27798563	0.36193241	0.47604903	0.29788986	0.42547022	0.42155854	0.28059144	0.25834242	0.48439887	0.27849844	0.54699489	0.2934577	0.48684006	0.45095131	0.12889301	0.42104119	0.44404125	0.4017551	0.31529449	0.56968087	0.29794581
E-SOG-6424	0.38869986	0.36675352	0.37256268	0.51179545	0.46235942	0.20303363	0.37842254	0.38542658	0.22219605	0.31876673	0.43763687	0.41473854	0.34330375	0.29928735	0.36374989	0.20180212	0.18918502	0.28540709	0.29778835	0.0	0.37091859	0.2127349	0.34518588	0.39765515	0.3660061	0.15100956	0.32305117	0.24881549	0.25232457	0.24260479	0.40174485	0.20792673	0.31697156	0.2643123	0.38597787	0.37927481	0.37162439	0.25227828	0.27941806	0.38880374	0.26419777	0.37136007	0.36278297	0.18491253	0.21308033	0.40273962	0.25274509	0.47510816	0.23804555	0.40046865	0.3726198	0.2882097	0.37769854	0.37699488	0.33339631	0.21052322	0.5276172	0.07957034
E-SOG-1619	0.11456919	0.13200053	0.12240137	0.30425722	0.25567653	0.44188074	0.13629395	0.19664551	0.31763512	0.42111258	0.43096062	0.30532261	0.44369008	0.50797454	0.14657826	0.38016817	0.35855263	0.42652992	0.4408403	0.37091859	0.0	0.43580013	0.09650123	0.16208064	0.12769391	0.43969653	0.44936036	0.38945702	0.23621332	0.4197123	0.09814734	0.42187442	0.45087239	0.48675203	0.08884562	0.2134033	0.13277604	0.46337863	0.15460347	0.10330601	0.19857964	0.1732012	0.15066926	0.33881024	0.35133802	0.10246585	0.3641139	0.27319001	0.41107406	0.16766996	0.17330295	0.45006733	0.21480043	0.09917723	0.14921848	0.21180225	0.52801899	0.36196029
E-JP-2016	0.45318042	0.43454742	0.43901248	0.57206331	0.51604068	0.07650943	0.44869736	0.4528906	0.24155633	0.36404061	0.47025259	0.45952266	0.34016435	0.21493521	0.39668893	0.13576772	0.1374233	0.24140177	0.25977195	0.2127349	0.43580013	0.0	0.40999198	0.45746417	0.43626982	0.23297228	0.29503617	0.18186463	0.28141961	0.20602791	0.46417785	0.12217517	0.23936784	0.17132802	0.44963307	0.42198447	0.43201055	0.11892448	0.36114466	0.45771342	0.31263039	0.43710771	0.42652719	0.15964145	0.29618157	0.46332878	0.23067345	0.51505432	0.16538683	0.45197581	0.44119476	0.22491066	0.423464	0.4475851	0.41274891	0.30393386	0.54355234	0.23335244
E-SOG-2619	0.12023262	0.17206442	0.15636304	0.31694173	0.27171482	0.41330387	0.16489934	0.211894	0.29384583	0.38543063	0.40975849	0.3102068	0.40906907	0.48865949	0.16568985	0.34840964	0.32784528	0.40525513	0.42149755	0.34518588	0.09650123	0.40999198	0.0	0.16316155	0.15624634	0.40747026	0.41440859	0.35927715	0.22576227	0.39183877	0.12147623	0.39451813	0.42687612	0.46283278	0.13503389	0.23429571	0.16712969	0.43723948	0.1485742	0.1313019	0.18582955	0.19284061	0.16652757	0.30957333	0.32862457	0.1246089	0.33785967	0.29875504	0.38120815	0.19605891	0.19668132	0.42926418	0.23615998	0.13507848	0.15662611	0.18820128	0.50374004	0.33287604
E-FR-2014	0.13693551	0.17158549	0.17451293	0.33344566	0.30883557	0.46353924	0.15746453	0.21272385	0.35600474	0.43352726	0.464205	0.33385137	0.47296518	0.54558684	0.22969922	0.41445479	0.39117521	0.4526635	0.47188166	0.39765515	0.16208064	0.45746417	0.16316155	0.0	0.16070979	0.44827963	0.45518816	0.40668026	0.29247872	0.44427116	0.15854498	0.44777306	0.47330963	0.52231915	0.16980604	0.23663186	0.19417406	0.49945855	0.20779957	0.15215355	0.24767792	0.18615104	0.18176112	0.37007088	0.37531428	0.13622773	0.3840124	0.31536165	0.42960894	0.1761902	0.19021597	0.47535881	0.22001881	0.17028023	0.18146096	0.25120879	0.54948753	0.38406881
E-LS-428	0.15336316	0.10424148	0.1034476	0.32006533	0.28297984	0.44312595	0.0849671	0.1593449	0.32524167	0.44947787	0.45839077	0.2817979	0.47545175	0.50714615	0.13956729	0.3771425	0.35913584	0.43036603	0.43222941	0.3660061	0.12769391	0.43626982	0.15624634	0.16070979	0.0	0.45046216	0.46832705	0.39732215	0.24403535	0.42371347	0.12838809	0.42671863	0.45217188	0.48677294	0.11415691	0.17180367	0.12128727	0.46145882	0.14094544	0.15810828	0.19619043	0.09595333	0.07794375	0.33726459	0.35699005	0.16334434	0.37039181	0.31925822	0.41308681	0.20442857	0.12544078	0.4398354	0.16808058	0.09196914	0.09615695	0.199583	0.55541374	0.3587441
E-SOG-7424	0.4489363	0.44655818	0.4540312	0.58124213	0.51687414	0.23876761	0.4496496	0.45122438	0.26303261	0.32398667	0.45888419	0.47902714	0.35214947	0.29614167	0.44967339	0.2743169	0.26531664	0.32398631	0.35923249	0.15100956	0.43969653	0.23297228	0.40747026	0.44827963	0.45046216	0.0	0.34185407	0.22171271	0.35359257	0.29926775	0.47070641	0.25450079	0.338065	0.27760684	0.46272517	0.46072201	0.45669375	0.24494416	0.35732362	0.44263938	0.35059537	0.45611029	0.44732637	0.25239397	0.28765197	0.4616587	0.31005801	0.53121602	0.27562437	0.44751315	0.4402002	0.34372496	0.45817708	0.46221862	0.41119179	0.29556474	0.52950696	0.16148696
E-WV-Aug-2014	0.45496795	0.46936635	0.48073491	0.55575326	0.49706773	0.2803714	0.46791357	0.46200485	0.33051154	0.35194376	0.4480646	0.49720773	0.37875164	0.40910052	0.46460826	0.32776673	0.32170403	0.21375192	0.3723017	0.32305117	0.44936036	0.29503617	0.41440859	0.45518816	0.46832705	0.34185407	0.0	0.3606599	0.39570266	0.2746296	0.4743747	0.23151592	0.17998831	0.36143925	0.47779314	0.4937581	0.48176022	0.36885563	0.38938711	0.47003635	0.36571898	0.4761988	0.46951166	0.33058502	0.32493028	0.46482373	0.27456682	0.52359133	0.21951148	0.47449206	0.47940519	0.33578777	0.49559131	0.48216903	0.44575058	0.35573199	0.52673129	0.31684587
E-WC-2016	0.38541371	0.38500507	0.38679099	0.53594578	0.45303965	0.20380766	0.41811291	0.39929013	0.17915028	0.32684786	0.39968528	0.43187947	0.3019448	0.26459048	0.36916382	0.21952195	0.21248079	0.30005286	0.34069676	0.24881549	0.38945702	0.18186463	0.35927715	0.40668026	0.39732215	0.22171271	0.3606599	0.0	0.29073588	0.26400396	0.4068904	0.22376944	0.29419965	0.25515735	0.40709366	0.39392888	0.38449392	0.18750729	0.35904863	0.38695245	0.30815778	0.41372266	0.39730728	0.16981372	0.35214952	0.40839393	0.3129409	0.46785453	0.2266101	0.40313106	0.39109601	0.32937713	0.39300431	0.40540445	0.38592428	0.31379859	0.50440709	0.26200927
E-SOG-1527	0.26896307	0.24051327	0.24004461	0.41365544	0.35997365	0.28216552	0.26244697	0.28055313	0.26876264	0.38808352	0.446116	0.32653917	0.42360548	0.34002386	0.18699168	0.20297991	0.20147313	0.31653808	0.28717006	0.25232457	0.23621332	0.28141961	0.22576227	0.29247872	0.24403535	0.35359257	0.39570266	0.29073588	0.0	0.29931922	0.26777358	0.27184712	0.33191443	0.29697907	0.25520744	0.24008268	0.2409124	0.29476567	0.18209363	0.27082695	0.13092362	0.25057434	0.23490478	0.20322256	0.27833728	0.28564485	0.29804924	0.37318033	0.2886491	0.2890373	0.25516265	0.27117577	0.24556147	0.24249141	0.2259791	0.14958077	0.54142137	0.24900587
E-WV-7-2014	0.43480665	0.42571111	0.43370533	0.54188614	0.48288849	0.21547856	0.43673053	0.42526003	0.25782664	0.34987662	0.46839522	0.44599531	0.34808638	0.2932185	0.4106775	0.19695973	0.18576729	0.24895548	0.21225034	0.24260479	0.4197123	0.20602791	0.39183877	0.44427116	0.42371347	0.29926775	0.2746296	0.26400396	0.29931922	0.0	0.44629022	0.19738912	0.26677141	0.21512239	0.43758272	0.43772472	0.4423656	0.25186647	0.35192193	0.44836049	0.27960722	0.43229756	0.42728952	0.20374232	0.26164184	0.45417431	0.16928802	0.52540881	0.150011	0.46410358	0.44065993	0.19111277	0.43981457	0.43467121	0.4059532	0.29627719	0.53705779	0.25118675
E-LS-623	0.10482115	0.14860503	0.12933997	0.27643498	0.25385291	0.4703619	0.13432869	0.18115885	0.33663762	0.4419746	0.44225132	0.29984585	0.4615166	0.53465544	0.17321746	0.40658973	0.38630883	0.4559352	0.46733804	0.40174485	0.09814734	0.46417785	0.12147623	0.15854498	0.12838809	0.47070641	0.4743747	0.4068904	0.26777358	0.44629022	0.0	0.45264622	0.47590497	0.51585917	0.11123894	0.21649358	0.15163598	0.48960781	0.18915303	0.12771935	0.22973876	0.15815566	0.15091438	0.36169316	0.37455274	0.12288719	0.38456446	0.26015641	0.43412756	0.19379342	0.18237655	0.47350185	0.21286503	0.11348407	0.15280798	0.24115589	0.54187085	0.39293765
E-TB-2016	0.44208289	0.42285097	0.42832933	0.55617378	0.50554359	0.09865208	0.43757397	0.43902473	0.25589884	0.34045916	0.4553256	0.45546159	0.34015016	0.27438708	0.39690536	0.14083679	0.14019829	0.17745144	0.25384922	0.20792673	0.42187442	0.12217517	0.39451813	0.44777306	0.42671863	0.25450079	0.23151592	0.22376944	0.27184712	0.19738912	0.45264622	0.0	0.19615869	0.22562647	0.43764254	0.4223215	0.42151116	0.19000605	0.34401513	0.44667777	0.28939118	0.42927702	0.41610882	0.15836446	0.27874614	0.45172657	0.22345406	0.51039911	0.1308359	0.44646942	0.43293879	0.22794165	0.42406879	0.43721127	0.40292772	0.27990501	0.52713355	0.20857573
E-PM-Jula-2014	0.46550976	0.4495022	0.45490686	0.57694453	0.5257936	0.22467505	0.4683945	0.45932238	0.31205311	0.39645381	0.46121471	0.47562294	0.40221391	0.31906027	0.42977851	0.28445676	0.28400492	0.14270129	0.31922769	0.31697156	0.45087239	0.23936784	0.42687612	0.47330963	0.45217188	0.338065	0.17998831	0.29419965	0.33191443	0.26677141	0.47590497	0.19615869	0.0	0.3075743	0.46746253	0.45465145	0.45366781	0.29577488	0.39370494	0.47133414	0.34091611	0.45806815	0.45013109	0.28684905	0.35684705	0.47582704	0.30798783	0.53150284	0.18737095	0.47041271	0.46054232	0.27723394	0.45728212	0.46463448	0.44049545	0.34381506	0.5490439	0.31134146
E-PM-7-2014	0.51270464	0.4895903	0.48851374	0.59841741	0.55571068	0.19288701	0.50109444	0.49220022	0.29951471	0.41163741	0.53224119	0.4986409	0.39529351	0.15251813	0.43552709	0.18990896	0.20585648	0.29812787	0.21831517	0.2643123	0.48675203	0.17132802	0.46283278	0.52231915	0.48677294	0.27760684	0.36143925	0.25515735	0.29697907	0.21512239	0.51585917	0.22562647	0.3075743	0.0	0.50316335	0.45211259	0.48428257	0.14039884	0.4125608	0.51219102	0.35162163	0.48837511	0.47636249	0.23081555	0.33954913	0.5255827	0.27597099	0.5746228	0.25531647	0.51661419	0.49067616	0.17553028	0.46682978	0.49339878	0.46206047	0.35349878	0.59205382	0.29431484
E-MT-526	0.11843945	0.10417015	0.09848375	0.31290756	0.25051607	0.45539776	0.13206117	0.20222291	0.33906758	0.4519897	0.45763504	0.28622989	0.47255354	0.52279586	0.12990958	0.39274097	0.37192475	0.44347434	0.45770816	0.38597787	0.08884562	0.44963307	0.13503389	0.16980604	0.11415691	0.46272517	0.47779314	0.40709366	0.25520744	0.43758272	0.11123894	0.43764254	0.46746253	0.50316335	0.0	0.19594154	0.10087312	0.47768079	0.16363045	0.11066023	0.21947598	0.15067294	0.13736648	0.35139164	0.38075176	0.11437255	0.39268148	0.27383545	0.42389778	0.1657547	0.14018665	0.46560805	0.20399535	0.07961987	0.14592366	0.22761175	0.55439565	0.37848641
E-Tca-2014	0.22097093	0.17230877	0.16568083	0.37679296	0.32335545	0.43162336	0.19315665	0.18514661	0.34950272	0.46962418	0.48362122	0.25894157	0.495469	0.469745	0.15727848	0.35555119	0.35529429	0.44653896	0.42827532	0.37927481	0.2134033	0.42198447	0.23429571	0.23663186	0.17180367	0.46072201	0.4937581	0.39392888	0.24008268	0.43772472	0.21649358	0.4223215	0.45465145	0.45211259	0.19594154	0.0	0.17745322	0.42620797	0.21834721	0.23233751	0.24983518	0.17797238	0.16698224	0.33826896	0.39499148	0.24275047	0.39994518	0.37030923	0.42156686	0.27302606	0.19960613	0.42473185	0.06705265	0.17960705	0.19131694	0.24814229	0.57614829	0.37766469
