	E-DS-623	E-JT-526	E-LS-526	E-CR-2016	E-TL-2016	E-VP-2016	E-DS-428	E-TL-Aug-2014	E-SOG-3619	E-SOG-6527	E-SOG-5527	E-TL-Jul-2014	E-SOG-5619	E-CB-2016	E-SOG-2527	E-LH-2016	E-BP-2016	E-PM-Aug-2013	E-TI-2014	E-SOG-6424	E-SOG-1619	E-JP-2016	E-SOG-2619	E-FR-2014	E-LS-428	E-SOG-7424	E-WV-Aug-2014	E-WC-2016	E-SOG-1527	E-WV-7-2014	E-LS-623	E-TB-2016	E-PM-Jula-2014	E-PM-7-2014	E-MT-526	E-Tca-2014	E-WP-526	E-PM-2016	E-SOG-4424	E-WP-623	E-SOG-4527	E-WP-428	E-JT-428	E-DU-2016	E-SOG-1424	E-JT-623	E-DU-7-2014	E-BL-2016	E-DU-Jula-2014	E-MT-623	E-MT-428	E-TC-2014	E-TL-7-2014	E-SOG-3527	E-SOG-3424	E-SOG-2424	E-SOG-6619	E-SOG-5424
E-DS-623	0.0	0.598630813331	0.602920845273	0.752771813637	0.70299504682	0.81589651663	0.597739883326	0.727665388487	0.750951571428	0.861269143943	0.787812016803	0.761766790039	0.785933247636	0.886662536308	0.604586868279	0.785333891056	0.755266172136	0.89975176997	0.866440853666	0.783482524021	0.594878945098	0.795009495255	0.630249723597	0.648851372487	0.616508387622	0.852648525457	0.870908407677	0.744595046005	0.676171549142	0.850824193102	0.530985231936	0.862939541447	0.897040777106	0.901195386035	0.584973020586	0.724253357189	0.598107882968	0.845393926512	0.712256894992	0.546210861366	0.679925574713	0.644903247792	0.621617988001	0.752265759083	0.7649656751	0.587598215982	0.816643480666	0.699584283335	0.839997230026	0.530189592283	0.600750701128	0.916001553058	0.722659819759	0.614245170698	0.670859507008	0.69590367019	0.866472035352	0.787823230373
E-JT-526	0.598630813331	0.0	0.613008643838	0.766076571444	0.748704204427	0.839875842225	0.623281219262	0.779918546104	0.777180099372	0.868984046249	0.807740948502	0.768621321952	0.805358009976	0.893465554311	0.635318303428	0.798252365824	0.785414952684	0.910042594406	0.886580057331	0.796089487136	0.615483162206	0.824430918788	0.67307063053	0.66319025009	0.614905407825	0.869603452333	0.882963088699	0.770983607434	0.694289793734	0.874286797707	0.598094357951	0.878829476972	0.903011430603	0.900246434199	0.635051559681	0.755917771615	0.603155286706	0.873038031646	0.710555441658	0.590126682364	0.707546931216	0.658443441527	0.647850947415	0.764555871711	0.786294440413	0.630933657927	0.846934094164	0.730077597064	0.867321731334	0.60204195344	0.624371818144	0.920832954985	0.761272263393	0.617943946916	0.684260212392	0.70318206568	0.890012775319	0.794066652433
E-LS-526	0.602920845273	0.613008643838	0.0	0.76149050381	0.692303809416	0.815537235696	0.577910415706	0.7730931237	0.757016894483	0.852326597127	0.788043173347	0.729712527927	0.78802230519	0.875592334025	0.635585088795	0.775296296596	0.759092844855	0.903995963055	0.861331274967	0.783480167401	0.61905860252	0.812448211215	0.638295772974	0.651988860188	0.580909623676	0.849390908792	0.880494948785	0.757144696004	0.666893690999	0.855648821558	0.598506742065	0.866888139679	0.892252100811	0.886910258673	0.616185779166	0.741270622926	0.592981563579	0.852514874681	0.6956948546	0.583922475876	0.685427423078	0.598257549188	0.621224539404	0.746825463618	0.77258085699	0.572183684641	0.817518306646	0.678374571932	0.849127970927	0.595236747442	0.559239673732	0.89902713943	0.679744832465	0.586674200238	0.662964349702	0.695096169343	0.875572667287	0.778451292168
E-CR-2016	0.752771813637	0.766076571444	0.76149050381	0.0	0.702379595079	0.853703806152	0.782695919054	0.748174030237	0.820693338378	0.866601124677	0.809746274733	0.751517159825	0.811198739566	0.876564526192	0.779910453685	0.832877937511	0.813649943068	0.902427862962	0.872037739727	0.803085351043	0.777813936848	0.836169005894	0.782833967881	0.76405237694	0.735795235071	0.868075113572	0.871194273715	0.808451249417	0.798611129734	0.868277144378	0.763560676185	0.883468367582	0.89612944195	0.894027488614	0.779654606176	0.732473519336	0.762326158218	0.866312254624	0.805653319298	0.785771396167	0.794698878106	0.783866740885	0.779408623725	0.811752791194	0.82764388083	0.788562432101	0.852083014863	0.72452508504	0.864785648483	0.792598212849	0.789831474409	0.894538381082	0.75650290074	0.765547117819	0.78200797351	0.798457968136	0.888374189616	0.82792151887
E-TL-2016	0.70299504682	0.748704204427	0.692303809416	0.702379595079	0.0	0.845056444163	0.710317305358	0.689094887931	0.807393698059	0.864542463697	0.787287143052	0.670180782761	0.804957342226	0.880793575665	0.75087804176	0.802436397302	0.791278806748	0.904353662989	0.869511438249	0.81423014096	0.756593777725	0.827654053087	0.754743792463	0.753503284652	0.734570846365	0.869969646529	0.878031605513	0.768179837312	0.762075159636	0.852513783304	0.728584778546	0.882154452621	0.89109156897	0.893098892181	0.766870032548	0.638981485829	0.730384236485	0.862493927868	0.801801473907	0.740850727833	0.774423846656	0.753095567843	0.762928405368	0.774333225098	0.832464057721	0.742118166622	0.846688532057	0.615728822122	0.864108799847	0.74675154468	0.750439023896	0.908418603563	0.633280893783	0.74119342533	0.788718044932	0.794829352432	0.888286981725	0.828667615531
E-VP-2016	0.81589651663	0.839875842225	0.815537235696	0.853703806152	0.845056444163	0.0	0.822570181764	0.871332092794	0.719865408339	0.653356862735	0.672620839605	0.871882057407	0.61992152796	0.65872522131	0.743220912106	0.57876464202	0.614780447941	0.685330940354	0.689183089227	0.646107321637	0.717533422543	0.557760598378	0.728323903104	0.855488393652	0.81617790856	0.639270893941	0.666648226495	0.62176912587	0.667802444791	0.638006660298	0.825463536907	0.5675698424	0.651341193958	0.690414622296	0.832427030134	0.853089417577	0.826328108923	0.582693556578	0.689194451052	0.80809608816	0.656992340126	0.764991217706	0.740728859516	0.652329039454	0.653930632523	0.777769509316	0.672912247728	0.800036961666	0.653766616136	0.827702117135	0.827778787049	0.738618882408	0.859155583789	0.816902885827	0.710308431891	0.66998030548	0.664032638084	0.635975443208
E-DS-428	0.597739883326	0.623281219262	0.577910415706	0.782695919054	0.710317305358	0.822570181764	0.0	0.770845559258	0.767970964813	0.862301964102	0.794269026392	0.755198498768	0.795040691853	0.872418359427	0.626962434344	0.755583009073	0.747517188341	0.892815770482	0.854451267267	0.776221870834	0.606983663797	0.806820636011	0.639015146543	0.682802971855	0.591659018979	0.837685740042	0.869362146375	0.750104870463	0.689308683468	0.840381305049	0.612210180459	0.85684065792	0.902171749534	0.888903311921	0.632702186184	0.721430113982	0.616897665726	0.846066089251	0.676040022504	0.604356615699	0.683890211832	0.580976531233	0.615003545196	0.75003053673	0.773923462154	0.613682926078	0.811834945232	0.687655084404	0.842754491919	0.618497137219	0.561729067071	0.905575494504	0.72855972975	0.589649502664	0.658932356734	0.680405663868	0.857827497529	0.788562187027
E-TL-Aug-2014	0.727665388487	0.779918546104	0.7730931237	0.748174030237	0.689094887931	0.871332092794	0.770845559258	0.0	0.823368035964	0.885086522429	0.851105326201	0.681583736106	0.842774178146	0.886557867436	0.769669984896	0.845753512946	0.799537172575	0.898809542787	0.883171505726	0.828143588327	0.775072374609	0.851384975606	0.785897962248	0.737873457119	0.770946704375	0.873310858305	0.871588894175	0.795987186479	0.81350780723	0.866179514399	0.769233029819	0.874818207337	0.89488700717	0.891475013507	0.773244888663	0.652660738244	0.763134444934	0.888326700297	0.806665464397	0.780220726399	0.817638436993	0.781776122322	0.770685430776	0.808915802859	0.837179968112	0.777756244888	0.851351020016	0.766611694054	0.862216310365	0.773289747363	0.768938561479	0.919292878646	0.640817362855	0.772337068492	0.793373989749	0.787975848976	0.907227359639	0.838232676489
E-SOG-3619	0.750951571428	0.777180099372	0.757016894483	0.820693338378	0.807393698059	0.719865408339	0.767970964813	0.823368035964	0.0	0.749391948465	0.695951692909	0.825317657969	0.639775443469	0.769167517552	0.710223208026	0.705234907499	0.674762111758	0.761102942489	0.781190507133	0.720828699193	0.688500682991	0.693927414523	0.680873903695	0.79014265818	0.748499336177	0.71571578973	0.762398976978	0.599328989307	0.659186544597	0.748927795563	0.760835651977	0.735316051493	0.792874948269	0.768075402618	0.778568379733	0.808532781825	0.779539870551	0.747951379845	0.67887972505	0.75169694784	0.675414319427	0.751642756198	0.706861002576	0.68265138074	0.681755460731	0.712994506901	0.720443048215	0.784678585277	0.73568993471	0.764685317195	0.780282472254	0.815458372709	0.807665855289	0.754692578168	0.681190372323	0.66215850064	0.76187439974	0.714281396199
E-SOG-6527	0.861269143943	0.868984046249	0.852326597127	0.866601124677	0.864542463697	0.653356862735	0.862301964102	0.885086522429	0.749391948465	0.0	0.533911282841	0.857505252099	0.583281176149	0.626133566968	0.8033068019	0.638665756706	0.717682224783	0.698828186475	0.683912975124	0.628607374218	0.788167491494	0.625741805011	0.776574152476	0.886171024175	0.860166376255	0.640593879775	0.660999266334	0.685071253215	0.717270869305	0.69450082713	0.866375739292	0.614836013757	0.607469970175	0.70812701555	0.886304504299	0.84768464381	0.873379413214	0.640323148122	0.719739919583	0.877238423191	0.670919111126	0.810954251664	0.807688160974	0.706490202546	0.662025963966	0.815722861521	0.678158145408	0.829339296306	0.708035363855	0.8751805093	0.881983900198	0.689839365137	0.863652389826	0.832965687323	0.761380604657	0.715320472964	0.535893489138	0.633417947127
