taxa	type	typeSimple	meanA	meanB	meanC	A	B	sigAB	sigBC	sigAC	bloom	boundaries	boundariestwo
AB274770.1.1222	marineRestricted	marineRestricted	0.00019031896971003113	0.0026531018084625844	0.005274324039929937	22.0	27.0	0.02347752085195753	0.19133412947433448	0.005876407200743688	No	11.0	30.0
AY752128.1.1414	freshRestricted	freshRestricted	0.0017944185655382032	0.0	0.0	1.489795918367347	15.244897959183673	0.004846132433488398	1	0.005720745746792198	No	0.0	0.0
EF468717.1.1487	marineRestricted	marineRestricted	9.123005067184108e-05	0.019197698955955633	0.02739582866596825	22.0	27.0	0.10988730973513278	0.19819299818895197	0.005169421134685432	No	14.9	33.0
JQ198792.1.1360	noclass	noclass	0.0	0.0025708463711578127	0.0009051257622977064	11.0	15.0	0.0022828442399767646	0.41651997427076204	0.0021195253103933596	No	11.0	28.0
JQ269281.1.1499	noclass	noclass	0.0004739752347512112	0.011433175391816456	0.0	23.0	25.0	0.30982949668974435	0.20232838096364303	0.2056859279800169	No	11.0	15.0
EU703400.1.1390	freshRestricted	freshRestricted	0.006097712483514589	0.008401738299938974	0.0008546489668312955	1.5	10.0	0.22774008697012166	2.785044291772287e-06	0.0006743969764467644	No	0.0	15.0
GQ347939.1.1396	brackishPeakHiToler	brackishRestricted	0.0008276240796354714	0.011629434299268252	0.00525204512177966	15.0	18.0	7.687775458313151e-07	0.014464489957238114	1.3865159991897486e-05	No	11.0	30.0
AY429717.1.1393	freshRestricted	freshRestricted	0.004905767888668971	0.0012318534342227942	0.00018374975647291315	9.0	15.0	0.0012878421430915906	0.007971941907699388	1.5752138323917157e-07	No	0.0	20.0
EU799682.1.1253	marineRestricted	marineRestricted	0.0002600600632243734	0.011751136357761394	0.007433242098893776	14.0	18.0	2.6039964153659415e-07	0.07238557830170138	2.3409510658492974e-08	No	10.0	30.0
KF596515.1.1440	brackishBloom	brackishRestricted	0.00012905995446221396	0.004403700202697974	0.0003820287417960826	12.5	15.0	0.025919299729569564	0.36038891442645743	0.02067733224127878	brackish	11.0	21.0
HQ242172.1.1448	noclass	noclass	0.0009222955285882978	0.04443465664147055	0.020579978190493117	23.0	25.0	0.0004975030075096546	0.18882119569043276	0.05477968673842664	No	15.0	30.0
HE998800.1.1383	freshRestricted	freshRestricted	0.00043391493999101084	0.0007193270983471593	7.417097110629239e-05	9.0	13.5	0.09965537074267211	0.00047486269743976273	4.100429837603552e-05	No	0.0	20.0
GU305829.1.1490	freshRestricted	freshRestricted	0.00982672601778616	4.6347248190895436e-05	0.0	1.5	10.0	0.0032934920752513332	0.011822921226605157	5.368535220168256e-07	No	0.0	0.5
AF534430.1.1436	freshRestricted	freshRestricted	0.006258011751245152	0.003576483410286497	0.0005294920539570947	1.5	10.0	0.10365324429035722	2.975598102773619e-06	6.1547833420523575e-06	No	0.0	15.0
EU800649.1.1260	freshRestricted	freshRestricted	0.04354096952533372	0.033597284381969704	0.005438093981986693	3.0	10.0	0.3014391013219212	2.1980216931040984e-05	3.5745552756100953e-08	No	0.0	27.0
FPLK01001380.1.1425	freshRestricted	freshRestricted	0.01192082014837699	0.0004627318802058375	2.8603541486780172e-05	1.5	10.0	0.09018973626463511	6.278527775736948e-07	2.9504812254717274e-06	No	0.0	0.5
AY697907.1.1305	marineRestricted	marineRestricted	0.0007778267315326275	0.015302249814491463	0.0374359513774566	14.0	27.0	5.533058991636244e-08	0.40912893196806804	0.0014724606479659058	No	13.0	30.0
HE574392.1.1305	freshRestricted	freshRestricted	0.01793694908596038	0.02710498453243113	0.0036602874210920643	1.5	10.0	0.1698375972360161	3.78892772710671e-07	0.016641332049166686	No	0.0	25.0
AY902680.1.1346	freshRestricted	freshRestricted	0.00031904743906414245	2.654442338034365e-05	0.0	1.5	10.0	0.05436987908124351	0.011822921226605157	6.201676953846981e-05	No	0.0	3.0
FJ745219.1.1374	marineBloom	marineRestricted	1.5906251503733326e-05	0.00010279737352710639	0.00019816368320232512	22.0	27.0	0.21230145384050386	0.35644033187753676	0.050026463785481784	marine	11.0	28.0
AACY023264466.1.1273	noclass	noclass	0.002717011231395468	0.028858772106077644	0.0060356280101128285	19.0	25.0	2.3005329530126437e-05	0.12388281874236223	0.006792116036300334	No	13.0	30.0
EU800750.1.1484	brackishRestricted	brackishRestricted	0.00012469756401787855	0.005161170363650181	0.0012537510655568713	15.0	20.0	5.722298796439752e-07	0.0013013299382859905	0.20225872861908517	No	14.9	25.0
GU584422.1.1396	marineRestricted	marineRestricted	0.0002254685418437962	0.012354216443017724	0.0073797497912228725	11.0	18.0	2.6544290579027368e-08	0.02710410003813866	1.1548728157190142e-07	No	11.0	33.0
EU801015.1.1479	brackishRestricted	brackishRestricted	1.2389346234576984e-05	0.0003029795813808877	4.043338134790329e-05	11.0	18.0	7.810344154762322e-06	0.000610310066680103	0.31981040267486116	No	11.0	25.0
DQ450172.1.1491	freshRestricted	freshRestricted	0.0015856099111257033	3.507363039391307e-05	0.0	1.5	10.0	0.012582242850159268	0.002402889887247563	5.368535220168256e-07	No	0.0	2.0
KX172183.1.1458	marineRestricted	marineRestricted	0.0	7.346949821128367e-06	0.0003747116047945556	11.0	25.0	0.07656532152694444	0.03927918547528356	0.0016757844044261833	No	15.0	30.0
GQ349687.1.1365	marineRestricted	marineRestricted	0.00037151901500450703	0.006072689516067316	0.004036551237483983	24.5	27.0	7.507848604759978e-06	0.3183008162818004	0.000977711226149897	No	14.9	33.0
JQ196811.1.1367	brackishPeakHiToler	brackishRestricted	4.393029816053347e-05	0.0005579846757974721	8.966571015910152e-05	16.0	18.5	3.415882855199821e-05	0.0004422192399470535	0.17131684455912677	No	11.0	30.0
EU799151.1.1482	noclass	noclass	0.0006305276706485751	0.008423103294342354	0.0030326768013983316	18.8	21.6	0.03988576647446206	0.19457269465123428	0.15162120186918904	No	15.0	33.0
EU803976.1.1247	freshRestricted	freshRestricted	0.031596359005324516	0.015196427325281144	0.001726811446520533	6.5	10.0	0.0816329936261943	0.0009816835381219757	0.0002258114695935844	No	0.0	15.0
FJ820427.1.1483	freshRestricted	freshRestricted	0.005182602700773213	0.0	0.0	1.489795918367347	15.244897959183673	0.004846132433488398	1	0.005720745746792198	No	0.0	0.0
FPLK01001453.18.1454	freshRestricted	freshRestricted	0.0010187731270673314	0.0	0.0	1.489795918367347	15.244897959183673	0.01391335786036306	1	0.01580366182460312	No	0.0	0.0
LN999519.1.1478	brackishBloom	brackishRestricted	0.0	0.00016166457453687855	2.1090635997326604e-05	8.8	11.6	0.00945177150556067	0.17770601400003144	0.05662334316498973	brackish	11.0	28.0
EU809290.1.1335	freshRestricted	freshRestricted	0.0026716469011421108	0.0	0.0	1.489795918367347	15.244897959183673	0.0016367302188002677	1	0.0020088340964583644	No	0.0	0.0
EU801092.1.1289	freshRestricted	freshRestricted	0.024000695119004916	0.004831091294062699	0.0010343756274864922	11.0	15.0	0.00017884999315947447	0.055607638499160575	2.3703881659435462e-08	No	0.0	25.0
FJ425213.1.1434	brackishRestricted	brackishRestricted	0.00021848487918457577	0.0034947969911066578	0.0004109312586232761	15.0	18.0	2.7230681250485715e-06	0.0009183561801871128	0.1294270850642275	No	11.0	25.0
KF384235.1.1233	freshRestricted	freshRestricted	0.025638668931162872	0.014157367404038298	0.0019370075276378908	1.5	10.0	0.06756751014955573	4.578285578715794e-06	0.0008573440999324373	No	0.0	26.0
JX537879.1.1365	brackishRestricted	brackishRestricted	5.497812872454902e-05	0.0015284827552857869	0.00046943641309979227	16.0	21.5	4.0425888882240285e-07	0.005759858670668936	0.007238237721924335	No	15.0	28.0
AB610885.1.1478	brackishBloom	brackishRestricted	0.00010166301676058609	0.003307502170743178	0.000181261240896848	12.5	15.0	0.025919299729569564	0.1970306690630133	0.09721607767810009	brackish	11.0	21.0
LICG01000002.110609.111922	brackishPeakHiToler	brackishRestricted	0.0002444556450224689	0.01551313145190498	0.0035622469987735507	11.0	18.0	4.059872130172014e-08	0.0006195768380798336	0.0014929392913475377	No	10.0	25.0
HQ692002.1.1320	brackishRestricted	brackishRestricted	0.0	0.0016764761035362678	9.736846294147273e-05	11.0	15.0	7.59052970207009e-05	0.00555886437947018	0.05937812759770837	No	14.9	25.0
KP410318.1.1478	marineRestricted	marineRestricted	0.0	0.00024187979126327755	0.00048717989944685805	11.0	18.0	0.008421404370175132	0.33227935556600796	0.005569713555417496	No	11.0	28.0
FN668197.1.1487	noclass	noclass	0.0011724193325047833	2.6560563285647584e-05	0.0	1.5	15.0	0.4251013045295378	0.0440811278121983	0.04312714685222639	No	0.0	3.0
KX933070.1.1392	marineRestricted	marineRestricted	9.592296447110016e-05	0.0030687982212026723	0.0007644277665965316	18.8	21.6	0.007757592559696922	0.17724999285911563	0.007476301414798956	No	11.0	30.0
JN656852.1.1481	freshRestricted	freshRestricted	0.0019556014703643325	2.6606823099924643e-05	0.0	1.5	10.0	0.07233510381273325	0.0004764565130490615	1.3504617202695744e-05	No	0.0	0.5
JN626831.1.1352	freshRestricted	freshRestricted	0.004054041928641775	0.005873209369376731	0.0005339798850917394	1.5	10.0	0.08640250061596377	1.2558651166643483e-07	0.00011353137238057861	No	0.0	25.0
AB682298.1.1466	noclass	noclass	1.545264976271384e-05	0.004461181201773556	0.0014159387962149042	22.0	25.0	0.02809333330250038	0.34959396887604954	0.1871820071339228	No	15.0	28.0
AACY020083696.1.1236	brackishRestricted	brackishRestricted	0.00023050770169172127	0.004536436069237123	0.0005431284329985005	11.0	18.0	2.305037050117425e-06	0.0003344959796007346	0.04350281274213544	No	3.0	22.5
KC899249.1.1306	brackishPeakHiToler	brackishRestricted	0.0004595523614807119	0.023990463695029482	0.01020222213270093	11.0	16.0	3.0911301897866905e-07	0.0009595174049045919	2.9530591291578238e-08	No	10.0	30.0
AJ240920.1.1503	marineRestricted	marineRestricted	0.0	0.00012618259774615094	0.0005678151691758932	22.0	27.0	0.0009012087293199803	0.4173455232040404	0.000595040191727383	No	22.5	25.0
FR685978.1.1425	noclass	noclass	5.996713800837141e-06	0.00020249599984089846	8.622299295804325e-05	11.0	23.5	0.001124543480238311	0.4179590502571775	0.001034745237261734	No	11.0	30.0
LN681301.1.1218	noclass	noclass	0.0004666059401831905	0.01071479423932953	0.0018075842696439332	12.5	25.0	6.240304584983797e-09	0.03357087901171209	0.0003320376130102421	No	11.0	25.0
JQ199433.1.1315	noclass	noclass	0.00012439895358404737	0.006914399542739626	0.001506989068291143	18.8	21.6	0.029893079746003037	0.20497332112189592	0.06212141324130234	No	15.0	26.0
EU799162.1.1379	brackishRestricted	brackishRestricted	0.0	0.0001814757756142715	1.6529175568287617e-05	11.0	15.0	1.8668918968982303e-06	0.0004291038207343555	0.02594495531210279	No	11.0	26.0
HM268970.1.1367	freshRestricted	freshRestricted	0.0007452720041088818	1.8116316888608494e-05	0.0	1.5	5.5	0.36130107802653955	0.001587380574166039	0.01297479234934986	No	0.0	3.0
GU451674.1.1246	marineRestricted	marineRestricted	9.220971180080934e-06	0.0007039241949378702	0.0004403212711155842	11.0	15.0	2.81593515259415e-06	0.04145733527492617	0.00046806308987499987	No	11.0	33.0
HQ242538.1.1238	marineRestricted	marineRestricted	0.0015918937365100286	0.03076913486671471	0.019969619138642446	12.5	21.5	1.7600925580327775e-08	0.02550152604971378	3.638898888664399e-07	No	7.0	28.0
EU800298.1.1249	noclass	noclass	0.01253830116928345	0.03013467207541148	0.0021453624940536097	1.3333333333333333	3.6666666666666665	0.2629947195252731	4.183680269597064e-05	4.845148615925284e-06	No	0.0	20.0
AB467280.1.1502	brackishRestricted	brackishRestricted	9.252192483316208e-06	0.004253858237577484	0.000457041994198484	11.0	16.0	1.3239241616035171e-06	0.00329062271568253	0.0004333291129168156	No	10.0	20.0
EU803334.1.1400	brackishPeakLoToler	brackishRestricted	0.014348442085583377	0.026192847470193084	0.0021280215881219087	1.5	10.0	0.0034637589886132533	2.61296655403836e-07	6.73602742795915e-06	No	0.0	20.0
EU801144.1.1494	freshRestricted	freshRestricted	0.0004272030120690316	0.000640532943131593	6.685308142830342e-05	3.0	10.0	0.04626760128643271	1.1864265576642346e-06	8.549897704276202e-06	No	0.0	15.0
JN591819.1.1495	brackishPeakHiToler	brackishRestricted	0.00019651088478150932	0.00515511531231495	0.0009731357004583247	14.0	18.0	4.917725938643574e-08	0.0004122346041217519	2.309702059687972e-05	No	10.0	25.0
HM128588.1.1439	freshRestricted	freshRestricted	0.0029285426856104444	0.0009218495053170503	0.00030860154720124274	11.0	20.0	0.0004842695586775381	0.0619843634831102	6.236520248971731e-06	No	0.0	25.0
KM520722.1.1302	marineBloom	marineRestricted	0.0011691930566190456	0.04904112410395789	0.07312753341539759	23.0	27.0	0.0004985777075224592	0.39875814929597914	0.1228284039308562	marine	20.0	30.0
FJ826206.1.1474	marineRestricted	marineRestricted	0.0	0.0004156554957371961	0.00013670496953807992	8.8	11.6	7.137560861007685e-06	0.06599018267658487	0.0002339224967361979	No	10.0	28.0
KC000592.1.1312	marineRestricted	marineRestricted	0.0	0.00011086820301982164	0.00028900764683292444	11.0	27.0	0.0003690459114030012	0.3312581335241579	0.00016116081807906102	No	15.0	30.0
EU801299.1.1271	freshRestricted	freshRestricted	0.006569901915907061	0.0019166263465652913	0.00011526611110089032	1.5	16.0	0.007369880624921082	5.151723037591017e-06	2.720524647415653e-05	No	0.0	15.0
KX504957.1.1500	freshRestricted	freshRestricted	0.00021392806067281007	0.0	0.0	1.489795918367347	15.244897959183673	0.01391335786036306	1	0.01580366182460312	No	0.0	0.0
HM591456.1.1493	marineRestricted	marineRestricted	0.0	4.1092099815311336e-05	0.00013846052223752205	15.0	27.0	0.009871571254524564	0.3073096824700768	0.004056558632782891	No	15.0	28.0
FJ612153.1.1507	freshRestricted	freshRestricted	0.0015005300969732648	0.0005420889195523145	1.8382636155963984e-05	1.5	13.5	0.18050366992956401	0.00010561389708797488	7.339410269081128e-06	No	0.0	13.0
JN233247.1.1441	brackishRestricted	brackishRestricted	0.0	0.004168143847317345	0.000130313850066001	11.0	15.0	0.00042952927764956236	0.017277402649073827	0.05937812759770837	No	14.9	20.0
KX426914.1.1298	marineRestricted	marineRestricted	0.000389978757340397	0.002736812950948365	0.004440445350815545	15.0	23.5	5.905900050220999e-06	0.3108158585589567	9.809805342953793e-05	No	7.0	33.0
FJ745018.1.1366	brackishRestricted	brackishRestricted	0.0	0.0009978150313893687	0.00016981305803952053	11.0	15.0	0.00042952927764956236	0.0232397067187593	0.05937812759770837	No	14.9	25.0
KX504360.1.1489	freshRestricted	freshRestricted	0.013918522612977229	0.0009145310499326914	8.90715372896772e-05	1.5	10.0	0.0008504143828869854	6.015016242086875e-07	7.883228256041858e-08	No	0.0	2.0
JN233110.1.1439	noclass	noclass	2.3095677856331926e-05	0.00759604190919674	0.00184623713975832	18.8	21.6	0.06160994064675182	0.39992755394149365	0.0001585901120366855	No	15.0	33.0
EU801558.1.1275	noclass	noclass	0.0	0.0006241151288323964	0.00027945085082629927	11.0	20.0	0.002002073408077934	0.4507526019588626	0.002518247325239734	No	14.9	33.0
LN681287.1.1261	noclass	noclass	8.890827733912658e-05	0.0009637253768166224	6.486635915217482e-05	19.0	23.5	0.4071745010341358	0.5	0.407044407980138	No	0.0	25.0
KP410320.1.1497	brackishRestricted	brackishRestricted	0.0	0.0007954834424862724	1.4517485948888286e-06	11.0	15.0	0.00042952927764956236	0.00554339918364143	0.14233188441288985	No	14.9	28.0
GU451405.1.1215	brackishRestricted	brackishRestricted	5.715738683972394e-05	0.001768633982842956	8.27610640997557e-05	11.0	16.0	0.0027167235583496173	0.003357855627226094	0.4248027922615213	No	10.0	26.0
GU235285.1.1293	brackishPeakHiToler	brackishRestricted	6.919285154812086e-06	0.0012461080430565131	0.0005152762317192108	11.0	18.0	2.405127379909333e-09	0.0036762703579357146	1.3908381763743494e-07	No	10.0	27.0
LK392764.1.1365	freshRestricted	freshRestricted	0.002519311998360544	0.00023528335093388664	2.3747710047699766e-05	1.5	10.0	0.4587870690893694	2.1040189871253445e-07	6.432121315093195e-05	No	0.0	5.0
JX865385.1.1293	brackishRestricted	brackishRestricted	1.2242347767498578e-05	0.0007317495279735158	4.0824509104593925e-05	14.0	18.0	1.38742626167444e-07	3.9100072456434226e-05	0.1438232030039716	No	11.0	20.0
EU799511.1.1271	brackishRestricted	brackishRestricted	0.00014964562817088728	0.0020303222429248003	0.0005258027180120043	15.0	21.5	6.338101494476168e-07	0.007989149741345408	0.0008909538768023449	No	10.0	26.0
KU839702.1.1343	freshRestricted	freshRestricted	0.005014807735677603	0.0026877080853542302	0.00014153914620224507	1.3333333333333333	3.6666666666666665	0.09577517074399833	9.778740772394784e-05	1.0541022448638024e-06	No	0.0	5.0
HQ166728.1.1351	marineRestricted	marineRestricted	1.2561489362309854e-05	0.0004486455227075833	0.0014456884274574786	16.0	27.0	2.3237684136619037e-05	0.14172472359901045	1.9032091617795534e-05	No	15.0	30.0
JQ199026.1.1355	marineRestricted	marineRestricted	0.0002452575046314657	0.005162200143783539	0.0032920124299085224	11.0	27.0	5.966997011450575e-10	0.213162771692204	0.00015974984355608633	No	7.0	30.0
JQ199787.1.1355	noclass	noclass	3.228999738912307e-06	0.0002578648021893283	0.00012466028714461968	11.0	25.0	0.0006990764020605639	0.5	0.0012457943041134277	No	10.0	26.0
JQ196393.1.1286	marineRestricted	marineRestricted	6.561382239545914e-05	0.005839993806196344	0.015359607635595308	22.0	27.0	0.032557538898430355	0.21426839603089104	0.009660212063795052	No	20.0	33.0
JN869224.1.1554	freshRestricted	freshRestricted	0.0005309338841575574	0.00020776852438143456	0.0	1.5	10.0	0.28191329976742974	1.6134939365401767e-05	1.3504617202695744e-05	No	0.0	7.0
KP686955.1.1439	freshRestricted	freshRestricted	0.004562917886233905	0.00023716221228533747	1.452634746835961e-05	1.5	10.0	0.0959920026947752	1.2772573327348883e-07	0.0011489386654485688	No	0.0	0.5
EU801358.1.1484	marineRestricted	marineRestricted	1.0660710535791092e-05	0.00031888673866180294	0.00046234616429671104	11.0	27.0	3.844852139745407e-07	0.38317416411287847	0.0002128761523111907	No	11.0	30.0
EU799375.1.1388	noclass	noclass	2.336539184249856e-05	0.0001790360190303304	1.9076930903356267e-05	23.0	25.0	0.07286618580397876	0.2309752272938957	0.4225134191277332	No	10.0	30.0
EU801478.1.1426	marineRestricted	marineRestricted	2.444832198513316e-05	0.0008326830432578083	0.0005383139155831628	11.0	15.0	1.583006783551053e-07	0.20472629774023998	1.7163062391301305e-07	No	11.0	30.0
EU801557.1.1271	freshRestricted	freshRestricted	0.011136448222444075	0.01460021899109023	0.0017788067747451632	1.5	10.0	0.12341829955718114	4.93195662078992e-06	0.00013529517574340001	No	0.0	16.0
EU800304.1.1238	brackishBloom	brackishRestricted	0.0	0.003448530020534341	0.0003749100763407096	8.8	11.6	7.137560861007685e-06	0.1283564379051373	0.0004584545659511878	brackish	11.0	25.0
KJ094246.1.1326	marineRestricted	marineRestricted	0.0001243029196550438	0.003998719821128572	0.015950722180553645	22.0	27.0	0.08273678022126157	0.13778053974931564	0.0024633801552150824	No	20.0	30.0
AM279194.8.1485	brackishRestricted	brackishRestricted	2.7677140619248345e-06	0.0014268140095682713	0.00012822422079527044	11.0	15.0	0.0003719450005666897	0.02260790339619441	0.042800962460933394	No	10.0	23.0
FJ869032.1.1235	marineRestricted	marineRestricted	0.0001268518169987593	0.0036107758787423012	0.008546624549900336	12.5	27.0	1.5743291214413311e-10	0.12099188592366755	0.0001381541829295268	No	13.0	33.0
