	E-JT-526	E-SOG-4619	E-LS-526	E-CR-2016	E-TL-2016	E-VP-2016	E-DS-428	E-TL-Aug-2014	E-WP-623	E-SOG-6527	E-SOG-4424	E-TL-Jul-2014	E-SOG-5619	E-CB-2016	E-LH-2016	E-BP-2016	E-TI-2014	E-PM-Aug-2014	E-SOG-1619	E-DU-Jul-2014	E-JP-2016	E-JT-623	E-LS-428	E-SOG-4527	E-WV-Aug-2014	E-WC-2016	E-PM-Jul-2014	E-SOG-7424	E-SOG-2527	E-LS-623	E-TB-2016	E-PM-Jula-2014	E-Tca-7-2014	E-FR-7-2014	E-DS-623	E-WP-526	E-PM-2016	E-BA-2016	E-MT-526	E-WV-Jula-2014	E-WP-428	E-JT-428	E-DU-2016	E-SOG-1424	E-SOG-2619	E-SOG-6424	E-SOG-5527	E-BL-2016	E-DU-Jula-2014	E-MT-623	E-SOG-3619	E-MT-428	E-TC-2014	E-SOG-1527	E-T7-2014	E-SOG-3527	E-SOG-3424	E-SOG-2424	E-SOG-6619	E-SOG-5424
E-JT-526	0.0	0.746805762039	0.224838130338	0.347744917272	0.376195852811	0.386937990326	0.273830451668	0.440355920484	0.17722583327	0.40565749506	0.301427961312	0.41671480454	0.629616419653	0.835500859737	0.322275649759	0.35354122305	0.634207954713	0.388093116331	0.295211711351	0.507008909193	0.36889474024	0.188137620456	0.308181231032	0.383415443167	0.543583563879	0.320152733529	0.520295388357	0.364247410018	0.309548870104	0.302233623888	0.365736117802	0.43861527524	0.432257193922	0.453970131372	0.265679117494	0.13115565706	0.365360307864	0.412003826545	0.107284769876	0.401781960077	0.31966665116	0.372443900929	0.354121363368	0.333886586821	0.377876222196	0.381518266742	0.58636250871	0.422372399023	0.293474945497	0.192088563575	0.794984106649	0.422257762036	0.666913030802	0.457207691522	0.422241082141	0.234723609775	0.432620540274	0.339007388805	0.499046737125	0.340512412859
E-SOG-4619	0.746805762039	0.0	0.747239154569	0.786933906382	0.823171297041	0.670077578519	0.760228910159	0.758432648962	0.717961391034	0.708952292542	0.627384234854	0.766240791739	0.197376072673	0.678113647778	0.707533470172	0.773737162307	0.602276927283	0.726549451814	0.62734223825	0.901334187337	0.705143963968	0.718372784755	0.68024948676	0.76343215647	0.420993816854	0.717754866027	0.505798255864	0.676361447655	0.751190395627	0.754847808547	0.762529842615	0.553160709463	0.804139365695	0.605185825198	0.77355666073	0.760407665138	0.7680186799	0.806717814628	0.759877717941	0.604284779462	0.713792124302	0.639715960772	0.752275587155	0.688600344179	0.529909532815	0.667608133246	0.447537579453	0.787620455759	0.726208875412	0.724479546722	0.193580140962	0.586072798115	0.57582939389	0.535271549588	0.772128121978	0.684552394681	0.539277210227	0.71708910835	0.538915026378	0.647316288259
E-LS-526	0.224838130338	0.747239154569	0.0	0.370868293633	0.388406458397	0.416658463289	0.202918069924	0.415553705606	0.206191246795	0.454369760358	0.350362000841	0.414200168724	0.624853194681	0.856121223026	0.356190471551	0.40748423499	0.618774483961	0.431736749202	0.255990843622	0.566344632027	0.412643184887	0.21764691661	0.219837181086	0.364252363053	0.573223286822	0.380491448792	0.546158223538	0.429169222931	0.312176365279	0.204546215937	0.402708576704	0.477395865842	0.413277509413	0.438254048592	0.339482841262	0.24932588907	0.429724984708	0.471785399702	0.20404408474	0.441792929624	0.318696009578	0.43830539494	0.389735888756	0.388328912174	0.369298765374	0.436148144474	0.589016689205	0.442792834358	0.364248680406	0.288139516604	0.789881145797	0.484115943912	0.659666165403	0.425963561492	0.375591657099	0.232653659072	0.490603422777	0.420093424221	0.505034740734	0.363628144041
E-CR-2016	0.347744917272	0.786933906382	0.370868293633	0.0	0.436859171391	0.448058622794	0.344853051001	0.47842565891	0.32589899625	0.536250197706	0.441076632331	0.434520711901	0.685962495173	0.852972712502	0.406224849796	0.392909436211	0.625730702003	0.483658915553	0.389030927109	0.606792705884	0.444353615024	0.321327617421	0.423629513944	0.396208368076	0.630097203958	0.388282749306	0.585361384668	0.456744175358	0.368280525425	0.396017764245	0.396199408734	0.476927889181	0.455484546965	0.576194905287	0.382992859744	0.324367647991	0.437774900285	0.497655628274	0.320033139078	0.449074993405	0.478011620702	0.522945936	0.399595999585	0.473762519305	0.449296801023	0.490947080182	0.665523038348	0.430876300138	0.40596237254	0.404082872261	0.838015576937	0.583913604549	0.69394909153	0.513812493465	0.446144107495	0.385379225383	0.555217834311	0.436746344305	0.567516618122	0.453181752609
E-TL-2016	0.376195852811	0.823171297041	0.388406458397	0.436859171391	0.0	0.48975621025	0.396937481526	0.257580315127	0.401597233462	0.548240538463	0.446766516198	0.313778664099	0.730155925243	0.870497473718	0.365703461837	0.458920242015	0.7306442838	0.440982511255	0.465577817989	0.550320849262	0.445019193263	0.40456054385	0.439644902054	0.464913830874	0.625696375416	0.38858271617	0.598601507768	0.442372532802	0.441758913463	0.353242647205	0.48081802124	0.527623121053	0.262298538406	0.580202680417	0.393579730025	0.344808817788	0.463028554994	0.49149331728	0.342098509877	0.505201274766	0.432993534109	0.509972301971	0.404788492434	0.459121338939	0.503818973653	0.485212474083	0.680614159266	0.456232944164	0.401317943662	0.404387948328	0.847590482406	0.549781076485	0.734807940318	0.558088435969	0.235076658966	0.414070343562	0.577286526825	0.428166013612	0.603448237898	0.476675002204
E-VP-2016	0.386937990326	0.670077578519	0.416658463289	0.448058622794	0.48975621025	0.0	0.436158975417	0.468098339001	0.353313469633	0.441651813585	0.350253075723	0.479708095476	0.531341411206	0.645085067502	0.330927679664	0.284809083251	0.533909210857	0.466325418538	0.363150889681	0.593833904354	0.237104878795	0.372322407449	0.389815663247	0.394853566015	0.476885073286	0.31683163238	0.419822815248	0.442627363711	0.388955774541	0.396678953102	0.323433897884	0.311463347671	0.505950421265	0.513041492934	0.415127604821	0.397394610469	0.389708503619	0.458732788588	0.394750396643	0.298997245715	0.415874501722	0.419189512658	0.324461837989	0.408656639039	0.335904212354	0.415636609564	0.477419003522	0.52356518497	0.337751223246	0.405564736251	0.73202516731	0.490369311371	0.552629582638	0.345761884329	0.483928078661	0.387890024701	0.414531499788	0.426705033146	0.370540833399	0.349370061675
E-DS-428	0.273830451668	0.760228910159	0.202918069924	0.344853051001	0.396937481526	0.436158975417	0.0	0.402905619865	0.259300770884	0.501070251542	0.354126696213	0.401191195583	0.656456313262	0.845452045615	0.414050926951	0.422935604077	0.607338777111	0.479571620495	0.299357905995	0.592852152763	0.436444835322	0.266468769526	0.201241697874	0.356783570391	0.588325333729	0.433403275129	0.586939213348	0.464247028621	0.301405458319	0.220055890006	0.417315300771	0.468398669448	0.40556265732	0.428843629868	0.367342702694	0.309225835019	0.46921750099	0.51339365653	0.273893058516	0.430773704266	0.293467781905	0.421674180296	0.433251149258	0.425388132693	0.401778619795	0.479043292549	0.639788951486	0.415417489079	0.406189265301	0.338840628205	0.782784965055	0.470633769813	0.680388722184	0.435900509165	0.379661370823	0.288675256529	0.478853764232	0.426889066731	0.554586157813	0.407813969863
E-TL-Aug-2014	0.440355920484	0.758432648962	0.415553705606	0.47842565891	0.257580315127	0.468098339001	0.402905619865	0.0	0.436833257671	0.553642505644	0.44694964261	0.239633996391	0.673552984576	0.781712531799	0.431413896395	0.522024484316	0.640557398117	0.466723488498	0.445891591244	0.633350017186	0.405886785896	0.439011776558	0.426473215659	0.505285628408	0.593307859827	0.438864546363	0.56279159323	0.484895397879	0.453549963579	0.356172757371	0.529349823771	0.49203152168	0.239881153298	0.535429223346	0.465699960311	0.434494850674	0.520824261834	0.553785620903	0.430454699913	0.465003813016	0.434267830288	0.485073221491	0.433581676957	0.508199014896	0.478796648994	0.499571927413	0.635577092165	0.484423424978	0.453450378749	0.430251876411	0.779332392299	0.543351316878	0.657664624261	0.526515150724	0.192729937343	0.417177449128	0.552493091217	0.509446928058	0.568214362918	0.4772938598
E-WP-623	0.17722583327	0.717961391034	0.206191246795	0.32589899625	0.401597233462	0.353313469633	0.259300770884	0.436833257671	0.0	0.404401851139	0.307669700476	0.413381110748	0.591850533147	0.815887159082	0.36068703721	0.362426058264	0.613352096322	0.418892935938	0.230885938089	0.56127083186	0.358354734248	0.136246848964	0.2892233907	0.372613467809	0.523579518411	0.346891386182	0.518962872323	0.38914077522	0.288949346765	0.281223528562	0.371512532255	0.426866715822	0.433899664895	0.438758811093	0.320492080988	0.206213900324	0.405447650371	0.455075917096	0.180734989258	0.391726618771	0.347718293699	0.392589716509	0.341066146841	0.347738973899	0.325480279825	0.365968317818	0.555588915291	0.428272099533	0.314377538734	0.213489619653	0.769982827686	0.447019137959	0.635390989504	0.423036671493	0.409842822113	0.228418613368	0.428441524444	0.383489382817	0.46559693458	0.311547042743
E-SOG-6527	0.40565749506	0.708952292542	0.454369760358	0.536250197706	0.548240538463	0.441651813585	0.501070251542	0.553642505644	0.404401851139	0.0	0.326903787569	0.566961302288	0.576163849229	0.897012657815	0.345233275807	0.375914127258	0.712690180899	0.423316988597	0.452251600309	0.551402278144	0.380304689955	0.43092988132	0.505029239994	0.476300899279	0.575441681961	0.311043586899	0.535101495445	0.375704078138	0.468943304427	0.476498911474	0.437027148472	0.525139258203	0.573857842706	0.653595157325	0.38949705664	0.40328634306	0.373273951804	0.410870013186	0.428886606112	0.479779432848	0.526970047897	0.535107740866	0.385785642243	0.338703257697	0.394830278082	0.30661988948	0.476525011195	0.585852115311	0.334660259851	0.355902332896	0.799597542631	0.607712886466	0.709367546753	0.469027851468	0.534181966921	0.451553753454	0.495809812075	0.349674280067	0.429335051469	0.272287315915
